Condition;X;Y;Z;Displacement;Time stamp
Change Blindness;0.07156355;0.7058536;0.08449142;0;11/27/2020 4:06:48 PM
Change Blindness;0.07688627;0.6451533;0.101885;0;11/27/2020 4:06:48 PM
Change Blindness;0.07688627;0.6451533;0.101885;0;11/27/2020 4:06:48 PM
Change Blindness;0.07653485;0.6009974;0.08851379;0;11/27/2020 4:06:48 PM
Change Blindness;0.07711074;0.5182847;0.06804298;0;11/27/2020 4:06:48 PM
Change Blindness;0.07711074;0.5182847;0.06804298;0;11/27/2020 4:06:48 PM
Change Blindness;0.4481463;0.8908375;0.09210635;0;11/27/2020 4:06:49 PM
Change Blindness;0.4511844;1.0453;0.2235285;0;11/27/2020 4:06:49 PM
Change Blindness;0.4511844;1.0453;0.2235285;0;11/27/2020 4:06:49 PM
Change Blindness;0.3899102;1.162694;0.1655747;0;11/27/2020 4:06:49 PM
Change Blindness;0.3332524;1.273405;0.1106393;0;11/27/2020 4:06:49 PM
Change Blindness;0.3332524;1.273405;0.1106393;0;11/27/2020 4:06:49 PM
Change Blindness;0.3234075;1.456211;0.1155439;0;11/27/2020 4:06:49 PM
Change Blindness;0.3050709;1.539259;0.1529901;0;11/27/2020 4:06:49 PM
Change Blindness;0.2685089;1.412129;0.2633429;0;11/27/2020 4:06:49 PM
Change Blindness;0.1977838;1.315992;0.2069574;0;11/27/2020 4:06:49 PM
Change Blindness;0.1977838;1.315992;0.2069574;0;11/27/2020 4:06:49 PM
Change Blindness;-0.0725338;1.211596;0.1388922;0;11/27/2020 4:06:49 PM
Change Blindness;-0.07442936;1.209932;0.1388896;0;11/27/2020 4:06:49 PM
Change Blindness;-0.07442936;1.209932;0.1388896;0;11/27/2020 4:06:49 PM
Change Blindness;-0.07625854;1.208065;0.1384977;0;11/27/2020 4:06:49 PM
Change Blindness;-0.07625854;1.208065;0.1384977;0;11/27/2020 4:06:49 PM
Change Blindness;-0.07625854;1.208065;0.1384977;0;11/27/2020 4:06:49 PM
Change Blindness;-0.07833634;1.206365;0.1380595;0;11/27/2020 4:06:49 PM
Change Blindness;-0.08108006;1.204804;0.1377724;0;11/27/2020 4:06:49 PM
Change Blindness;-0.08108006;1.204804;0.1377724;0;11/27/2020 4:06:49 PM
Change Blindness;-0.08108006;1.204804;0.1377724;0;11/27/2020 4:06:49 PM
Change Blindness;-0.08445635;1.203911;0.1377911;0;11/27/2020 4:06:49 PM
Change Blindness;-0.08774945;1.203152;0.1371442;0;11/27/2020 4:06:49 PM
Change Blindness;-0.08774945;1.203152;0.1371442;0;11/27/2020 4:06:49 PM
