Condition;X;Y;Z;Displacement;Time stamp
Body warping;0.06650067;0.7974997;0.1783465;0.09;10/26/2021 1:48:52 PM
Body warping;0.06682839;0.79808;0.1774271;0.09;10/26/2021 1:48:52 PM
Body warping;0.06678444;0.8006277;0.1757704;0.09;10/26/2021 1:48:53 PM
Body warping;0.06663375;0.8015441;0.1753829;0.09;10/26/2021 1:48:53 PM
Body warping;0.06649479;0.8024133;0.1750008;0.09;10/26/2021 1:48:53 PM
Body warping;0.06566489;0.8043346;0.1744701;0.09;10/26/2021 1:48:53 PM
Body warping;0.06441367;0.806646;0.1739558;0.09;10/26/2021 1:48:53 PM
Body warping;0.06384972;0.8077626;0.1736716;0.09;10/26/2021 1:48:53 PM
Body warping;0.06333833;0.8087971;0.1733983;0.09;10/26/2021 1:48:53 PM
Body warping;0.06282349;0.8097298;0.1710381;0.09;10/26/2021 1:48:53 PM
Body warping;0.06258325;0.810192;0.1700286;0.09;10/26/2021 1:48:53 PM
Body warping;0.05957928;0.8107202;0.1685259;0.09;10/26/2021 1:48:53 PM
Body warping;0.05176717;0.8101094;0.1660569;0.09;10/26/2021 1:48:53 PM
Body warping;0.0470731;0.8091041;0.1650357;0.09;10/26/2021 1:48:53 PM
Body warping;0.0389185;0.807477;0.1631785;0.09;10/26/2021 1:48:53 PM
Body warping;0.03627682;0.8049405;0.162711;0.09;10/26/2021 1:48:53 PM
Body warping;0.03365858;0.8026444;0.1622089;0.09;10/26/2021 1:48:53 PM
Body warping;0.03206836;0.8009876;0.1604043;0.09;10/26/2021 1:48:53 PM
Body warping;0.0310783;0.8002084;0.1595174;0.09;10/26/2021 1:48:53 PM
Body warping;0.03064059;0.7998601;0.158193;0.09;10/26/2021 1:48:53 PM
Body warping;0.03021942;0.799642;0.1575129;0.09;10/26/2021 1:48:53 PM
Body warping;0.03005098;0.7995286;0.1572204;0.09;10/26/2021 1:48:53 PM
Body warping;0.0286794;0.7985827;0.1561538;0.09;10/26/2021 1:48:53 PM
Body warping;0.02758626;0.7978113;0.1554344;0.09;10/26/2021 1:48:53 PM
Body warping;0.02535833;0.7963246;0.1539891;0.09;10/26/2021 1:48:53 PM
Body warping;0.02452492;0.7947949;0.1528415;0.09;10/26/2021 1:48:53 PM
Body warping;0.02365809;0.793346;0.15173;0.09;10/26/2021 1:48:53 PM
Body warping;0.02718484;0.7906275;0.1475876;0.09;10/26/2021 1:48:53 PM
Body warping;0.02866174;0.7893326;0.1456426;0.09;10/26/2021 1:48:53 PM
Body warping;0.0275935;0.7963074;0.1364728;0.09;10/26/2021 1:48:53 PM
Body warping;0.02710301;0.7993479;0.1322246;0.09;10/26/2021 1:48:53 PM
Body warping;0.02422912;0.8024483;0.1276552;0.09;10/26/2021 1:48:53 PM
Body warping;0.022915;0.8039045;0.1253537;0.09;10/26/2021 1:48:53 PM
Body warping;0.02165087;0.7970498;0.1303011;0.09;10/26/2021 1:48:53 PM
Body warping;0.02101446;0.794094;0.1322528;0.09;10/26/2021 1:48:53 PM
Body warping;0.02166088;0.7962014;0.1317273;0.09;10/26/2021 1:48:53 PM
Body warping;0.02187579;0.7970755;0.1314175;0.09;10/26/2021 1:48:53 PM
Body warping;0.02147183;0.7983838;0.1304027;0.09;10/26/2021 1:48:53 PM
Body warping;0.02076696;0.7993952;0.1298752;0.09;10/26/2021 1:48:53 PM
Body warping;0.02045734;0.7992321;0.1302489;0.09;10/26/2021 1:48:53 PM
Body warping;0.01983606;0.7989517;0.1308377;0.09;10/26/2021 1:48:53 PM
Body warping;0.01893451;0.7978766;0.1316514;0.09;10/26/2021 1:48:53 PM
Body warping;0.01963033;0.7952061;0.1343065;0.09;10/26/2021 1:48:53 PM
Body warping;0.02103032;0.7936336;0.1360842;0.09;10/26/2021 1:48:53 PM
Body warping;0.02231383;0.7921568;0.1377448;0.09;10/26/2021 1:48:53 PM
Body warping;0.02875554;0.7904357;0.1411809;0.09;10/26/2021 1:48:53 PM
Body warping;0.03359586;0.7900224;0.1430052;0.09;10/26/2021 1:48:53 PM
Body warping;0.04778088;0.7856712;0.1483469;0.09;10/26/2021 1:48:53 PM
Body warping;0.0542222;0.7836427;0.1508393;0.09;10/26/2021 1:48:53 PM
Body warping;0.05900592;0.7848827;0.1518034;0.09;10/26/2021 1:48:53 PM
Body warping;0.06819662;0.7867868;0.1538739;0.09;10/26/2021 1:48:53 PM
Body warping;0.07337223;0.7868589;0.1570187;0.09;10/26/2021 1:48:53 PM
Body warping;0.08337089;0.7868789;0.1628952;0.09;10/26/2021 1:48:54 PM
Body warping;0.08534113;0.7875525;0.1661411;0.09;10/26/2021 1:48:54 PM
Body warping;0.08986294;0.7886745;0.1723748;0.09;10/26/2021 1:48:54 PM
Body warping;0.09611399;0.7841991;0.1782641;0.09;10/26/2021 1:48:54 PM
Body warping;0.1080143;0.7762994;0.1892452;0.09;10/26/2021 1:48:54 PM
Body warping;0.1114227;0.7757499;0.1943637;0.09;10/26/2021 1:48:54 PM
Body warping;0.1164779;0.779551;0.2030084;0.09;10/26/2021 1:48:54 PM
Body warping;0.1182763;0.7835396;0.2067243;0.09;10/26/2021 1:48:54 PM
Body warping;0.1202228;0.7871929;0.2104263;0.09;10/26/2021 1:48:54 PM
Body warping;0.1279331;0.7849587;0.2212246;0.09;10/26/2021 1:48:54 PM
Body warping;0.1334236;0.7800909;0.2281477;0.09;10/26/2021 1:48:54 PM
Body warping;0.1391033;0.7674518;0.2434726;0.09;10/26/2021 1:48:54 PM
Body warping;0.1419814;0.7618803;0.2507387;0.09;10/26/2021 1:48:54 PM
Body warping;0.14103;0.7614416;0.2593333;0.09;10/26/2021 1:48:54 PM
Body warping;0.1381068;0.7651595;0.2618105;0.09;10/26/2021 1:48:54 PM
Body warping;0.1371381;0.7689089;0.2692608;0.09;10/26/2021 1:48:54 PM
Body warping;0.1355017;0.7717577;0.2713081;0.09;10/26/2021 1:48:54 PM
Body warping;0.1341118;0.7743149;0.2735592;0.09;10/26/2021 1:48:54 PM
Body warping;0.1318736;0.7787887;0.2785077;0.09;10/26/2021 1:48:54 PM
Body warping;0.1293961;0.7812068;0.2797511;0.09;10/26/2021 1:48:54 PM
Body warping;0.1246255;0.7849792;0.2815902;0.09;10/26/2021 1:48:54 PM
Body warping;0.1222765;0.7864255;0.2821779;0.09;10/26/2021 1:48:54 PM
Body warping;0.1179221;0.7892476;0.2838468;0.09;10/26/2021 1:48:54 PM
Body warping;0.1180405;0.7869586;0.2852998;0.09;10/26/2021 1:48:54 PM
Body warping;0.1180368;0.7849656;0.2868025;0.09;10/26/2021 1:48:54 PM
Body warping;0.1158276;0.7835343;0.2879409;0.09;10/26/2021 1:48:54 PM
Body warping;0.1137423;0.7838555;0.2877583;0.09;10/26/2021 1:48:54 PM
Body warping;0.1189348;0.7754297;0.2941155;0.09;10/26/2021 1:48:54 PM
Body warping;0.1211784;0.7716515;0.2971262;0.09;10/26/2021 1:48:54 PM
Body warping;0.1245683;0.766236;0.2999644;0.09;10/26/2021 1:48:54 PM
Body warping;0.1306926;0.7562612;0.3054841;0.09;10/26/2021 1:48:54 PM
Body warping;0.1338626;0.7510426;0.3106249;0.09;10/26/2021 1:48:54 PM
