Condition;X;Y;Z;Displacement;Time stamp
Change Blindness;-0.1537854;0.8623703;0.3445863;0;12/2/2020 11:05:01 AM
Change Blindness;-0.153785;0.8623744;0.3445861;0;12/2/2020 11:05:01 AM
Change Blindness;-0.153785;0.8623744;0.3445861;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537854;0.8623723;0.3445844;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537854;0.8623723;0.3445844;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537853;0.8623731;0.3445851;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537852;0.8623729;0.344586;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537851;0.8623745;0.3445857;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537851;0.8623745;0.3445857;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537853;0.8623741;0.3445844;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537853;0.8623741;0.3445844;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537857;0.8623714;0.3445829;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537858;0.8623704;0.3445823;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537858;0.8623704;0.3445823;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537856;0.862372;0.3445834;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537856;0.8623712;0.3445836;0;12/2/2020 11:05:01 AM
Change Blindness;-0.1537852;0.8623737;0.344585;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537852;0.8623737;0.344585;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537856;0.862371;0.3445834;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623729;0.3445834;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537852;0.8623757;0.344584;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537852;0.8623757;0.344584;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537852;0.8623748;0.3445845;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623717;0.3445843;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623717;0.3445843;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537869;0.8623549;0.3445851;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623559;0.3445951;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537846;0.8623626;0.344598;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537846;0.8623626;0.344598;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623692;0.3445858;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623692;0.3445858;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537846;0.8623825;0.344584;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537846;0.8623828;0.3445841;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537873;0.8623534;0.3445825;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537843;0.8623734;0.3445925;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537843;0.8623734;0.3445925;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537862;0.8623497;0.3445943;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537847;0.8623686;0.3445932;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537847;0.8623686;0.3445932;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537867;0.8623598;0.344583;0;12/2/2020 11:05:02 AM
Change Blindness;-0.153786;0.8623686;0.3445822;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537865;0.8623656;0.3445805;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537865;0.8623656;0.3445805;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537854;0.8623725;0.3445849;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537865;0.8623564;0.3445868;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623661;0.3445884;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537855;0.8623661;0.3445884;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537861;0.862367;0.3445827;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537862;0.8623692;0.3445805;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537862;0.8623692;0.3445805;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537869;0.8623673;0.3445761;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537871;0.8623663;0.3445756;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537868;0.8623668;0.3445774;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537868;0.8623668;0.3445774;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537863;0.8623691;0.3445794;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537864;0.8623698;0.3445781;0;12/2/2020 11:05:02 AM
Change Blindness;-0.1537864;0.8623698;0.3445781;0;12/2/2020 11:05:02 AM
Change Blindness;0.7947932;0.783834;0.6057149;0;12/2/2020 11:05:02 AM
Change Blindness;0.7919773;0.7835417;0.6076181;0;12/2/2020 11:05:02 AM
Change Blindness;0.787854;0.78506;0.6056119;0;12/2/2020 11:05:02 AM
Change Blindness;0.787854;0.78506;0.6056119;0;12/2/2020 11:05:02 AM
Change Blindness;0.7685466;0.7886975;0.5976704;0;12/2/2020 11:05:02 AM
Change Blindness;0.7393097;0.7972733;0.578877;0;12/2/2020 11:05:02 AM
Change Blindness;0.7393097;0.7972733;0.578877;0;12/2/2020 11:05:02 AM
Change Blindness;0.7254992;0.8006946;0.5768337;0;12/2/2020 11:05:02 AM
Change Blindness;0.7095162;0.8050388;0.5726874;0;12/2/2020 11:05:02 AM
Change Blindness;0.6924168;0.8097069;0.5682821;0;12/2/2020 11:05:03 AM
Change Blindness;0.6924168;0.8097069;0.5682821;0;12/2/2020 11:05:03 AM
Change Blindness;0.6757233;0.8146055;0.5628716;0;12/2/2020 11:05:03 AM
Change Blindness;0.7014081;0.8068518;0.5759432;0;12/2/2020 11:05:03 AM
Change Blindness;0.7308374;0.7983434;0.5888391;0;12/2/2020 11:05:03 AM
Change Blindness;0.7308374;0.7983434;0.5888391;0;12/2/2020 11:05:03 AM
Change Blindness;0.7694164;0.7875584;0.6054483;0;12/2/2020 11:05:03 AM
Change Blindness;0.7873962;0.780621;0.6135362;0;12/2/2020 11:05:03 AM
Change Blindness;0.7873962;0.780621;0.6135362;0;12/2/2020 11:05:03 AM
Change Blindness;0.7938104;0.7776405;0.6116768;0;12/2/2020 11:05:03 AM
Change Blindness;0.7940947;0.7771264;0.6094646;0;12/2/2020 11:05:03 AM
Change Blindness;0.798346;0.7748098;0.6100792;0;12/2/2020 11:05:03 AM
Change Blindness;0.798346;0.7748098;0.6100792;0;12/2/2020 11:05:03 AM
Change Blindness;0.8032436;0.7722132;0.6117477;0;12/2/2020 11:05:03 AM
Change Blindness;0.8032436;0.7722132;0.6117477;0;12/2/2020 11:05:03 AM
Change Blindness;0.8064762;0.770721;0.6125345;0;12/2/2020 11:05:03 AM
Change Blindness;0.8091336;0.7695641;0.6133737;0;12/2/2020 11:05:03 AM
Change Blindness;0.8113601;0.7685475;0.6144062;0;12/2/2020 11:05:03 AM
Change Blindness;0.8120321;0.7682357;0.6147752;0;12/2/2020 11:05:03 AM
Change Blindness;0.8120321;0.7682357;0.6147752;0;12/2/2020 11:05:03 AM
Change Blindness;0.8124222;0.76816;0.6149448;0;12/2/2020 11:05:03 AM
Change Blindness;0.8056415;0.7714773;0.6105572;0;12/2/2020 11:05:03 AM
Change Blindness;0.8056415;0.7714773;0.6105572;0;12/2/2020 11:05:03 AM
Change Blindness;0.8056416;0.7714772;0.6105573;0;12/2/2020 11:05:03 AM
Change Blindness;0.8056416;0.771477;0.6105572;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076115;0.7716013;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076115;0.7716013;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716021;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076113;0.7716023;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716018;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076113;0.7716015;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076113;0.7716015;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716019;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076114;0.7716013;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716018;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716018;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716022;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716018;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716018;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076113;0.7716018;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076113;0.7716018;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076115;0.7716014;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076113;0.7716017;0.6107622;0;12/2/2020 11:05:03 AM
Change Blindness;0.8076112;0.771602;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.771602;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716017;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716019;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076115;0.7716016;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.771602;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716016;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716016;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.771602;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.771602;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716014;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.771602;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716013;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716013;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716016;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716018;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716018;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716018;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716016;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716018;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716018;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076112;0.7716017;0.6107621;0;12/2/2020 11:05:04 AM
Change Blindness;0.8076113;0.7716019;0.6107622;0;12/2/2020 11:05:04 AM
