Condition;X;Y;Z;Displacement;Time stamp
Change Blindness;0.2308993;0.7110177;0.07862171;0;11/27/2020 4:46:04 PM
Change Blindness;0.2300309;0.711339;0.08270781;0;11/27/2020 4:46:04 PM
Change Blindness;0.2287706;0.7111062;0.08702318;0;11/27/2020 4:46:04 PM
Change Blindness;0.2278675;0.7109486;0.09153221;0;11/27/2020 4:46:04 PM
Change Blindness;0.2275023;0.7108883;0.09387178;0;11/27/2020 4:46:04 PM
Change Blindness;0.2267187;0.7103556;0.09546751;0;11/27/2020 4:46:04 PM
Change Blindness;0.2248883;0.7090597;0.09783893;0;11/27/2020 4:46:04 PM
Change Blindness;0.2238526;0.7083075;0.09864841;0;11/27/2020 4:46:04 PM
Change Blindness;0.2220481;0.7070049;0.1006054;0;11/27/2020 4:46:04 PM
Change Blindness;0.2207552;0.705854;0.101816;0;11/27/2020 4:46:04 PM
Change Blindness;0.2195362;0.7047803;0.1031251;0;11/27/2020 4:46:04 PM
Change Blindness;0.21799;0.7004421;0.110268;0;11/27/2020 4:46:04 PM
Change Blindness;0.2172711;0.6985524;0.1135094;0;11/27/2020 4:46:04 PM
Change Blindness;0.2181076;0.6818909;0.1229551;0;11/27/2020 4:46:04 PM
Change Blindness;0.2184007;0.6742991;0.1275012;0;11/27/2020 4:46:04 PM
Change Blindness;0.2111187;0.6774154;0.1323992;0;11/27/2020 4:46:04 PM
Change Blindness;0.2078315;0.6784108;0.1349692;0;11/27/2020 4:46:05 PM
Change Blindness;0.2055237;0.6783215;0.1365307;0;11/27/2020 4:46:05 PM
Change Blindness;0.1975985;0.68548;0.1395485;0;11/27/2020 4:46:05 PM
Change Blindness;0.1921775;0.6922815;0.1409877;0;11/27/2020 4:46:05 PM
Change Blindness;0.1867287;0.6933002;0.1456948;0;11/27/2020 4:46:05 PM
Change Blindness;0.1861745;0.6881259;0.1491351;0;11/27/2020 4:46:05 PM
Change Blindness;0.1836029;0.6767315;0.1559922;0;11/27/2020 4:46:05 PM
Change Blindness;0.1817259;0.6705356;0.1594242;0;11/27/2020 4:46:05 PM
Change Blindness;0.1798554;0.6646934;0.1627893;0;11/27/2020 4:46:05 PM
Change Blindness;0.1767323;0.6587453;0.1696481;0;11/27/2020 4:46:05 PM
Change Blindness;0.1752648;0.6576703;0.1733945;0;11/27/2020 4:46:05 PM
Change Blindness;0.1620806;0.6775968;0.1756774;0;11/27/2020 4:46:05 PM
Change Blindness;0.153724;0.6896685;0.1745662;0;11/27/2020 4:46:05 PM
Change Blindness;0.1388752;0.7103316;0.1730651;0;11/27/2020 4:46:05 PM
Change Blindness;0.1320774;0.7194569;0.1725789;0;11/27/2020 4:46:05 PM
Change Blindness;0.1146705;0.7412666;0.1723375;0;11/27/2020 4:46:05 PM
Change Blindness;0.1113116;0.7390288;0.1751602;0;11/27/2020 4:46:05 PM
Change Blindness;0.1077882;0.7372947;0.1778627;0;11/27/2020 4:46:05 PM
Change Blindness;0.1015875;0.7354256;0.1825554;0;11/27/2020 4:46:05 PM
Change Blindness;0.09888274;0.735107;0.1846103;0;11/27/2020 4:46:05 PM
Change Blindness;0.09252796;0.7402273;0.1890199;0;11/27/2020 4:46:05 PM
Change Blindness;0.08896636;0.7452458;0.1913582;0;11/27/2020 4:46:05 PM
Change Blindness;0.06661601;0.7978447;0.1880179;0;11/27/2020 4:46:05 PM
Change Blindness;0.04893921;0.8423679;0.1829261;0;11/27/2020 4:46:05 PM
