Condition;X;Y;Z;Time stamp
Change Blindness;0.1324567;0.2998737;0.28501;11/25/2020 4:12:07 PM
Change Blindness;0.1324567;0.2998737;0.28501;11/25/2020 4:12:07 PM
Change Blindness;0.1335682;0.3006071;0.2844732;11/25/2020 4:12:07 PM
Change Blindness;0.1336321;0.3005255;0.2844444;11/25/2020 4:12:07 PM
Change Blindness;0.1336416;0.3002627;0.2844443;11/25/2020 4:12:07 PM
Change Blindness;0.1335376;0.3000715;0.2844925;11/25/2020 4:12:07 PM
Change Blindness;0.1332896;0.2999644;0.2846065;11/25/2020 4:12:07 PM
Change Blindness;0.1330705;0.2999506;0.2847108;11/25/2020 4:12:07 PM
Change Blindness;0.2955531;1.456443;0.127848;11/25/2020 4:12:07 PM
Change Blindness;0.1371848;0.9143147;0.1524685;11/25/2020 4:12:09 PM
Change Blindness;0.1411479;0.9072032;0.1618491;11/25/2020 4:12:09 PM
Change Blindness;0.1411479;0.9072032;0.1618491;11/25/2020 4:12:09 PM
Change Blindness;0.1511732;0.8999754;0.1903218;11/25/2020 4:12:09 PM
Change Blindness;0.1580613;0.8984072;0.2091442;11/25/2020 4:12:09 PM
Change Blindness;0.1598344;0.8988568;0.2133651;11/25/2020 4:12:09 PM
Change Blindness;0.1612287;0.8992104;0.2166843;11/25/2020 4:12:09 PM
Change Blindness;0.1612287;0.8992104;0.2166843;11/25/2020 4:12:09 PM
Change Blindness;0.1611572;0.9040023;0.2298082;11/25/2020 4:12:09 PM
Change Blindness;0.1619529;0.907361;0.2352813;11/25/2020 4:12:09 PM
Change Blindness;0.1629423;0.9089413;0.237426;11/25/2020 4:12:09 PM
Change Blindness;0.1637227;0.9101879;0.2391176;11/25/2020 4:12:09 PM
Change Blindness;0.1619847;0.9091412;0.2476403;11/25/2020 4:12:09 PM
Change Blindness;0.1613832;0.9087787;0.2505912;11/25/2020 4:12:09 PM
Change Blindness;0.1613832;0.9087787;0.2505912;11/25/2020 4:12:09 PM
Change Blindness;0.1601695;0.9119314;0.2500081;11/25/2020 4:12:09 PM
Change Blindness;0.1580174;0.9145534;0.2509094;11/25/2020 4:12:09 PM
Change Blindness;0.1563022;0.9162243;0.2517647;11/25/2020 4:12:09 PM
Change Blindness;0.1546999;0.9178526;0.2527333;11/25/2020 4:12:09 PM
Change Blindness;0.1506532;0.9200675;0.2554207;11/25/2020 4:12:09 PM
Change Blindness;0.1490056;0.9208563;0.2566201;11/25/2020 4:12:09 PM
Change Blindness;0.1458653;0.9225407;0.2591479;11/25/2020 4:12:09 PM
Change Blindness;0.1422297;0.9276731;0.2610863;11/25/2020 4:12:09 PM
Change Blindness;0.1328349;0.9416829;0.2564;11/25/2020 4:12:09 PM
Change Blindness;0.127222;0.950299;0.2505014;11/25/2020 4:12:09 PM
Change Blindness;0.1220734;0.9581602;0.2452834;11/25/2020 4:12:09 PM
Change Blindness;0.1113504;0.9722427;0.2262702;11/25/2020 4:12:09 PM
Change Blindness;0.1113504;0.9722427;0.2262702;11/25/2020 4:12:09 PM
Change Blindness;0.09908857;0.9737111;0.2196369;11/25/2020 4:12:09 PM
Change Blindness;0.0908803;0.9747388;0.2108028;11/25/2020 4:12:09 PM
Change Blindness;0.08402767;0.9758309;0.2017053;11/25/2020 4:12:09 PM
Change Blindness;0.08119807;0.9762337;0.1970107;11/25/2020 4:12:09 PM
Change Blindness;0.07404593;0.9801031;0.1797993;11/25/2020 4:12:09 PM
Change Blindness;0.07039482;0.9820993;0.171678;11/25/2020 4:12:09 PM
Change Blindness;0.06805249;0.984548;0.1629414;11/25/2020 4:12:09 PM
Change Blindness;0.06485076;0.9883286;0.1496165;11/25/2020 4:12:09 PM
Change Blindness;0.06388791;0.9897563;0.1446426;11/25/2020 4:12:09 PM
Change Blindness;0.06667837;0.9713212;0.1543242;11/25/2020 4:12:10 PM
Change Blindness;0.06960718;0.9693494;0.1616595;11/25/2020 4:12:10 PM
Change Blindness;0.07240421;0.9674479;0.1686709;11/25/2020 4:12:10 PM
Change Blindness;0.07949188;0.9645404;0.1847641;11/25/2020 4:12:10 PM
Change Blindness;0.07949188;0.9645404;0.1847641;11/25/2020 4:12:10 PM
Change Blindness;0.08909641;0.9610539;0.2093952;11/25/2020 4:12:10 PM
Change Blindness;0.0950661;0.9570632;0.2227365;11/25/2020 4:12:10 PM
Change Blindness;0.1025377;0.9517308;0.2376142;11/25/2020 4:12:10 PM
Change Blindness;0.1097465;1.055818;0.2516096;11/25/2020 4:12:10 PM
Change Blindness;0.1097465;1.055818;0.2516096;11/25/2020 4:12:10 PM
Change Blindness;0.09772301;0.9786538;0.290501;11/25/2020 4:12:10 PM
Change Blindness;0.09772301;0.9786538;0.290501;11/25/2020 4:12:10 PM
Change Blindness;0.09150442;0.8949932;0.3571369;11/25/2020 4:12:10 PM
Change Blindness;0.09804679;0.9063162;0.3683494;11/25/2020 4:12:10 PM
Change Blindness;0.1037429;0.9121212;0.3815467;11/25/2020 4:12:10 PM
Change Blindness;0.1061916;0.9124529;0.3884322;11/25/2020 4:12:10 PM
Change Blindness;0.1101374;0.9132514;0.3964926;11/25/2020 4:12:10 PM
Change Blindness;0.111729;0.9137787;0.3981406;11/25/2020 4:12:10 PM
Change Blindness;0.1141077;0.9142458;0.399582;11/25/2020 4:12:10 PM
Change Blindness;0.1151133;0.9141706;0.3998676;11/25/2020 4:12:10 PM
Change Blindness;0.1147077;0.9153421;0.3981727;11/25/2020 4:12:10 PM
Change Blindness;0.1135448;0.9179684;0.3942923;11/25/2020 4:12:10 PM
Change Blindness;0.1127834;0.9194551;0.3920323;11/25/2020 4:12:10 PM
Change Blindness;0.1111917;0.921536;0.3885938;11/25/2020 4:12:10 PM
Change Blindness;0.1103497;0.9222379;0.3872602;11/25/2020 4:12:10 PM
Change Blindness;0.108293;0.9225198;0.3847142;11/25/2020 4:12:10 PM
Change Blindness;0.1073999;0.9226204;0.3837065;11/25/2020 4:12:10 PM
Change Blindness;0.1047101;0.9217031;0.3812807;11/25/2020 4:12:10 PM
Change Blindness;0.1030862;0.9206606;0.3788812;11/25/2020 4:12:10 PM
Change Blindness;0.1015604;0.9196926;0.376681;11/25/2020 4:12:10 PM
Change Blindness;0.09808196;0.9195163;0.3661217;11/25/2020 4:12:10 PM
Change Blindness;0.09242729;0.9383864;0.3232269;11/25/2020 4:12:10 PM
Change Blindness;0.0897731;0.9469525;0.3035752;11/25/2020 4:12:10 PM
Change Blindness;0.08833267;0.9519656;0.2948139;11/25/2020 4:12:10 PM
Change Blindness;0.0860413;0.9574281;0.2825768;11/25/2020 4:12:10 PM
Change Blindness;0.08420915;0.959233;0.2745032;11/25/2020 4:12:10 PM
Change Blindness;0.08420915;0.959233;0.2745032;11/25/2020 4:12:10 PM
Change Blindness;0.08185662;0.9577469;0.2707395;11/25/2020 4:12:10 PM
Change Blindness;0.08039319;0.959318;0.2631181;11/25/2020 4:12:10 PM
Change Blindness;0.07906888;0.962441;0.2525793;11/25/2020 4:12:10 PM
Change Blindness;0.07835278;0.9640228;0.24726;11/25/2020 4:12:10 PM
Change Blindness;0.07768397;0.9654711;0.2423943;11/25/2020 4:12:10 PM
Change Blindness;0.07764312;0.9650578;0.2418431;11/25/2020 4:12:10 PM
Change Blindness;0.07750288;0.9639711;0.2412416;11/25/2020 4:12:10 PM
Change Blindness;0.07742128;0.9632901;0.2412213;11/25/2020 4:12:10 PM
Change Blindness;0.07749204;0.9627407;0.2410052;11/25/2020 4:12:10 PM
Change Blindness;0.07745191;0.9625987;0.2404887;11/25/2020 4:12:10 PM
Change Blindness;0.07733945;0.9628798;0.2398507;11/25/2020 4:12:10 PM
Change Blindness;0.076547;0.9644949;0.2373456;11/25/2020 4:12:11 PM
Change Blindness;0.07621676;0.9651315;0.2363507;11/25/2020 4:12:11 PM
Change Blindness;0.07590423;0.9657288;0.2350601;11/25/2020 4:12:11 PM
Change Blindness;0.0755888;0.9663208;0.2337362;11/25/2020 4:12:11 PM
Change Blindness;0.07350414;0.972122;0.2223192;11/25/2020 4:12:11 PM
Change Blindness;0.07285544;0.9744024;0.2180599;11/25/2020 4:12:11 PM
Change Blindness;0.07204424;0.976815;0.2135279;11/25/2020 4:12:11 PM
Change Blindness;0.07110699;0.9790595;0.2102878;11/25/2020 4:12:11 PM
Change Blindness;0.07064822;0.9801677;0.2086571;11/25/2020 4:12:11 PM
Change Blindness;0.07043369;0.9803889;0.2077369;11/25/2020 4:12:11 PM
Change Blindness;0.07021165;0.9806471;0.2067795;11/25/2020 4:12:11 PM
Change Blindness;0.07017113;0.9807382;0.2031685;11/25/2020 4:12:11 PM
Change Blindness;0.07056649;0.9804901;0.2013499;11/25/2020 4:12:11 PM
Change Blindness;0.07092747;0.9802822;0.19956;11/25/2020 4:12:11 PM
Change Blindness;0.0712612;0.9801059;0.1977934;11/25/2020 4:12:11 PM
Change Blindness;0.07077485;0.9796745;0.1938688;11/25/2020 4:12:11 PM
Change Blindness;0.07094642;0.9796902;0.1931491;11/25/2020 4:12:11 PM
Change Blindness;0.07112609;0.9797134;0.1922285;11/25/2020 4:12:11 PM
Change Blindness;0.07279561;0.979643;0.1948488;11/25/2020 4:12:11 PM
Change Blindness;0.07354781;0.9796152;0.1959255;11/25/2020 4:12:11 PM
Change Blindness;0.07561906;0.9792415;0.2017626;11/25/2020 4:12:11 PM
Change Blindness;0.07698417;0.9775223;0.2086431;11/25/2020 4:12:11 PM
Change Blindness;0.07951511;0.9744632;0.2209694;11/25/2020 4:12:11 PM
Change Blindness;0.08069927;0.9675835;0.2348969;11/25/2020 4:12:11 PM
Change Blindness;0.08184955;0.9612659;0.2478248;11/25/2020 4:12:11 PM
Change Blindness;0.08490509;0.9524845;0.2634035;11/25/2020 4:12:11 PM
Change Blindness;0.08650908;0.9502413;0.2703077;11/25/2020 4:12:11 PM
Change Blindness;0.08957659;0.9457744;0.2837364;11/25/2020 4:12:11 PM
Change Blindness;0.0910864;0.9442191;0.2903683;11/25/2020 4:12:11 PM
Change Blindness;0.09452457;0.9399726;0.3053517;11/25/2020 4:12:11 PM
Change Blindness;0.09642286;0.9373822;0.3135733;11/25/2020 4:12:11 PM
Change Blindness;0.0996773;0.9346386;0.3238802;11/25/2020 4:12:11 PM
Change Blindness;0.1010879;0.9342607;0.326539;11/25/2020 4:12:11 PM
Change Blindness;0.1028477;0.9309522;0.3345641;11/25/2020 4:12:11 PM
Change Blindness;0.1028477;0.9309522;0.3345641;11/25/2020 4:12:11 PM
Change Blindness;0.1067107;0.9245635;0.3495577;11/25/2020 4:12:11 PM
Change Blindness;0.1087669;0.9220543;0.3554569;11/25/2020 4:12:11 PM
Change Blindness;0.1098277;0.9207422;0.358631;11/25/2020 4:12:11 PM
Change Blindness;0.1126316;0.9173214;0.3657867;11/25/2020 4:12:11 PM
Change Blindness;0.1140151;0.9156218;0.3694468;11/25/2020 4:12:11 PM
Change Blindness;0.1148499;0.9138101;0.3722658;11/25/2020 4:12:11 PM
Change Blindness;0.1167401;0.9129391;0.3739676;11/25/2020 4:12:11 PM
Change Blindness;0.1185209;0.9120781;0.375695;11/25/2020 4:12:11 PM
Change Blindness;0.121062;0.9116992;0.3763844;11/25/2020 4:12:11 PM
Change Blindness;0.1219231;0.9120319;0.3756507;11/25/2020 4:12:11 PM
Change Blindness;0.1221574;0.9135523;0.37381;11/25/2020 4:12:11 PM
Change Blindness;0.1218429;0.9142534;0.3733463;11/25/2020 4:12:11 PM
Change Blindness;0.1216249;0.914871;0.373002;11/25/2020 4:12:11 PM
Change Blindness;0.1210502;0.9157423;0.3724321;11/25/2020 4:12:11 PM
Change Blindness;0.1206951;0.9160366;0.3721834;11/25/2020 4:12:11 PM
Change Blindness;0.119973;0.9162471;0.3715125;11/25/2020 4:12:12 PM
Change Blindness;0.118006;0.9166281;0.3694465;11/25/2020 4:12:12 PM
Change Blindness;0.1163047;0.9169849;0.3676618;11/25/2020 4:12:12 PM
Change Blindness;0.1146394;0.9173369;0.3660386;11/25/2020 4:12:12 PM
Change Blindness;0.1103324;0.9201401;0.3590091;11/25/2020 4:12:12 PM
Change Blindness;0.1077512;0.9224319;0.3538804;11/25/2020 4:12:12 PM
Change Blindness;0.1052996;0.9245843;0.3490485;11/25/2020 4:12:12 PM
Change Blindness;0.09678987;0.9483525;0.3044814;11/25/2020 4:12:12 PM
Change Blindness;0.09446996;0.953018;0.2939266;11/25/2020 4:12:12 PM
Change Blindness;0.09000764;0.9618111;0.2741971;11/25/2020 4:12:12 PM
Change Blindness;0.08873812;0.963212;0.269235;11/25/2020 4:12:12 PM
Change Blindness;0.08680999;0.9653387;0.2600155;11/25/2020 4:12:12 PM
Change Blindness;0.08610784;0.9660959;0.2557304;11/25/2020 4:12:12 PM
Change Blindness;0.08578226;0.9669572;0.251591;11/25/2020 4:12:12 PM
Change Blindness;0.08360734;0.9705545;0.2340473;11/25/2020 4:12:12 PM
Change Blindness;0.08268172;0.9719552;0.2274887;11/25/2020 4:12:12 PM
Change Blindness;0.08064179;0.9746017;0.2164521;11/25/2020 4:12:12 PM
Change Blindness;0.08064179;0.9746017;0.2164521;11/25/2020 4:12:12 PM
Change Blindness;0.07908606;0.9792121;0.2037472;11/25/2020 4:12:12 PM
Change Blindness;0.0787774;0.979576;0.2019796;11/25/2020 4:12:12 PM
Change Blindness;0.07762334;0.9810127;0.1954491;11/25/2020 4:12:12 PM
Change Blindness;0.07701521;0.9817973;0.1920366;11/25/2020 4:12:12 PM
Change Blindness;0.07595097;0.9827636;0.1870172;11/25/2020 4:12:12 PM
Change Blindness;0.07409932;0.9847981;0.1786767;11/25/2020 4:12:12 PM
Change Blindness;0.07328565;0.9858534;0.1752061;11/25/2020 4:12:12 PM
Change Blindness;0.07103837;0.986771;0.1712177;11/25/2020 4:12:12 PM
Change Blindness;0.06993876;0.9873093;0.1689397;11/25/2020 4:12:12 PM
Change Blindness;0.0692696;0.9881356;0.1672198;11/25/2020 4:12:12 PM
Change Blindness;0.06945335;0.9881021;0.1686679;11/25/2020 4:12:12 PM
Change Blindness;0.06954858;0.9881405;0.1697327;11/25/2020 4:12:12 PM
Change Blindness;0.0706446;0.9877318;0.1752723;11/25/2020 4:12:12 PM
Change Blindness;0.07106516;0.9876179;0.1775167;11/25/2020 4:12:12 PM
Change Blindness;0.07507237;0.9880652;0.1851544;11/25/2020 4:12:12 PM
Change Blindness;0.07661094;0.9834673;0.1976786;11/25/2020 4:12:12 PM
Change Blindness;0.07944297;0.9752129;0.2204666;11/25/2020 4:12:12 PM
Change Blindness;0.08231718;0.9698488;0.2308599;11/25/2020 4:12:12 PM
Change Blindness;0.0879167;0.9603058;0.2491589;11/25/2020 4:12:12 PM
Change Blindness;0.09068326;0.9559767;0.2573458;11/25/2020 4:12:12 PM
Change Blindness;0.09434428;0.9531203;0.2627295;11/25/2020 4:12:12 PM
Change Blindness;0.1011606;0.9474813;0.2736593;11/25/2020 4:12:12 PM
Change Blindness;0.1044103;0.9448017;0.2796045;11/25/2020 4:12:12 PM
Change Blindness;0.1099799;0.9388024;0.2901966;11/25/2020 4:12:12 PM
Change Blindness;0.1123876;0.9355347;0.2949469;11/25/2020 4:12:12 PM
Change Blindness;0.1181506;0.928512;0.3056766;11/25/2020 4:12:12 PM
Change Blindness;0.1214198;0.9247962;0.3115334;11/25/2020 4:12:12 PM
Change Blindness;0.1255078;0.9230012;0.3135892;11/25/2020 4:12:12 PM
Change Blindness;0.1327263;0.9210497;0.3158481;11/25/2020 4:12:12 PM
Change Blindness;0.1359518;0.9207845;0.3161455;11/25/2020 4:12:12 PM
Change Blindness;0.1421586;0.9193039;0.3192728;11/25/2020 4:12:12 PM
Change Blindness;0.1451836;0.9181882;0.3218506;11/25/2020 4:12:12 PM
Change Blindness;0.1501051;0.9167981;0.3234977;11/25/2020 4:12:13 PM
Change Blindness;0.1526273;0.9159984;0.3245509;11/25/2020 4:12:13 PM
Change Blindness;0.1564362;0.9137033;0.3286066;11/25/2020 4:12:13 PM
Change Blindness;0.157578;0.912545;0.3311005;11/25/2020 4:12:13 PM
Change Blindness;0.158846;0.911378;0.3335617;11/25/2020 4:12:13 PM
Change Blindness;0.1601419;0.9102534;0.3359011;11/25/2020 4:12:13 PM
Change Blindness;0.1569277;0.9098004;0.3314246;11/25/2020 4:12:13 PM
Change Blindness;0.1561952;0.9095609;0.3303461;11/25/2020 4:12:13 PM
Change Blindness;0.1545496;0.9091154;0.328983;11/25/2020 4:12:13 PM
Change Blindness;0.1531009;0.9086398;0.3277889;11/25/2020 4:12:13 PM
Change Blindness;0.1492185;0.9081483;0.3259787;11/25/2020 4:12:13 PM
Change Blindness;0.1468472;0.9080946;0.3252924;11/25/2020 4:12:13 PM
Change Blindness;0.1385172;0.9093223;0.3244566;11/25/2020 4:12:13 PM
Change Blindness;0.134744;0.9098083;0.3240666;11/25/2020 4:12:13 PM
Change Blindness;0.120817;0.9139162;0.3182538;11/25/2020 4:12:13 PM
Change Blindness;0.1144298;0.9165083;0.3135983;11/25/2020 4:12:13 PM
Change Blindness;0.1083401;0.9189062;0.3092719;11/25/2020 4:12:13 PM
Change Blindness;0.09683409;0.9241873;0.3002226;11/25/2020 4:12:13 PM
Change Blindness;0.08492892;0.9292364;0.2926997;11/25/2020 4:12:13 PM
Change Blindness;0.07335066;0.9339135;0.2829828;11/25/2020 4:12:13 PM
Change Blindness;0.07335066;0.9339135;0.2829828;11/25/2020 4:12:13 PM
Change Blindness;0.06037223;0.9387743;0.2728539;11/25/2020 4:12:13 PM
Change Blindness;0.06037223;0.9387743;0.2728539;11/25/2020 4:12:13 PM
Change Blindness;0.04933976;0.9385061;0.2711153;11/25/2020 4:12:13 PM
Change Blindness;0.04009435;0.9355452;0.273125;11/25/2020 4:12:13 PM
Change Blindness;0.02812285;0.9311212;0.2762364;11/25/2020 4:12:13 PM
Change Blindness;0.021233;0.9419043;0.2539603;11/25/2020 4:12:13 PM
Change Blindness;0.021233;0.9419043;0.2539603;11/25/2020 4:12:13 PM
Change Blindness;0.01400684;0.9523789;0.2364653;11/25/2020 4:12:13 PM
Change Blindness;0.008434965;0.9529714;0.2341332;11/25/2020 4:12:13 PM
Change Blindness;0.000564781;0.950191;0.2353101;11/25/2020 4:12:13 PM
Change Blindness;0.000564781;0.950191;0.2353101;11/25/2020 4:12:13 PM
Change Blindness;-0.00342438;0.949012;0.2351686;11/25/2020 4:12:13 PM
Change Blindness;-0.009262587;0.9479582;0.233015;11/25/2020 4:12:13 PM
Change Blindness;-0.01091915;0.9490055;0.2276567;11/25/2020 4:12:13 PM
Change Blindness;-0.01106467;0.9503309;0.2241959;11/25/2020 4:12:13 PM
Change Blindness;-0.01146114;0.9515578;0.2208714;11/25/2020 4:12:13 PM
Change Blindness;-0.008395977;0.9518807;0.2208815;11/25/2020 4:12:13 PM
Change Blindness;-0.00732232;0.9520553;0.2206873;11/25/2020 4:12:13 PM
Change Blindness;-0.003236071;0.9507216;0.2245765;11/25/2020 4:12:13 PM
Change Blindness;0.001159538;0.9506389;0.2276532;11/25/2020 4:12:13 PM
Change Blindness;0.002188801;0.9504843;0.2288392;11/25/2020 4:12:13 PM
Change Blindness;0.00877492;0.9481463;0.2366878;11/25/2020 4:12:13 PM
Change Blindness;0.01456427;0.946085;0.2435862;11/25/2020 4:12:13 PM
Change Blindness;0.02754373;0.9467535;0.2454867;11/25/2020 4:12:13 PM
Change Blindness;0.04149438;0.9415367;0.2592421;11/25/2020 4:12:13 PM
Change Blindness;0.04749643;0.9393236;0.2651025;11/25/2020 4:12:13 PM
Change Blindness;0.05256602;0.9345621;0.2760266;11/25/2020 4:12:13 PM
Change Blindness;0.06515612;0.9340593;0.2759219;11/25/2020 4:12:13 PM
Change Blindness;0.07132929;0.9337661;0.2760822;11/25/2020 4:12:14 PM
Change Blindness;0.07673676;0.9325695;0.2777566;11/25/2020 4:12:14 PM
Change Blindness;0.08675888;0.9274095;0.2824705;11/25/2020 4:12:14 PM
Change Blindness;0.09142534;0.9236163;0.2854256;11/25/2020 4:12:14 PM
Change Blindness;0.09967303;0.9174933;0.2919908;11/25/2020 4:12:14 PM
Change Blindness;0.1033312;0.9150229;0.2955643;11/25/2020 4:12:14 PM
Change Blindness;0.110236;0.9133269;0.2997085;11/25/2020 4:12:14 PM
Change Blindness;0.1136335;0.9137989;0.300606;11/25/2020 4:12:14 PM
Change Blindness;0.1156104;0.9150218;0.3000411;11/25/2020 4:12:14 PM
Change Blindness;0.1197223;0.9175095;0.2972323;11/25/2020 4:12:14 PM
Change Blindness;0.121826;0.9188176;0.2950667;11/25/2020 4:12:14 PM
Change Blindness;0.1260398;0.9198361;0.2913753;11/25/2020 4:12:14 PM
Change Blindness;0.1281392;0.9197104;0.2897533;11/25/2020 4:12:14 PM
Change Blindness;0.1315758;0.917883;0.2882507;11/25/2020 4:12:14 PM
Change Blindness;0.1334146;0.9170552;0.2875584;11/25/2020 4:12:14 PM
Change Blindness;0.1362674;0.915924;0.2870606;11/25/2020 4:12:14 PM
Change Blindness;0.1368048;0.9155152;0.2873959;11/25/2020 4:12:14 PM
Change Blindness;0.1374844;0.9151027;0.2876705;11/25/2020 4:12:14 PM
Change Blindness;0.1369707;0.9144511;0.2883182;11/25/2020 4:12:14 PM
Change Blindness;0.1369369;0.9141152;0.288581;11/25/2020 4:12:14 PM
Change Blindness;0.1365063;0.9138066;0.2884088;11/25/2020 4:12:14 PM
Change Blindness;0.135954;0.9141079;0.2885253;11/25/2020 4:12:14 PM
Change Blindness;0.1351596;0.9145635;0.2887236;11/25/2020 4:12:14 PM
Change Blindness;0.1345423;0.9148433;0.2887742;11/25/2020 4:12:14 PM
Change Blindness;0.1337704;0.9161167;0.2887259;11/25/2020 4:12:14 PM
Change Blindness;0.1334589;0.9166847;0.2887049;11/25/2020 4:12:14 PM
Change Blindness;0.1331899;0.9172013;0.2886861;11/25/2020 4:12:14 PM
Change Blindness;0.1326996;0.9175944;0.2888295;11/25/2020 4:12:14 PM
Change Blindness;0.1326023;0.9176041;0.2887531;11/25/2020 4:12:14 PM
Change Blindness;0.1324489;0.9176937;0.288541;11/25/2020 4:12:14 PM
Change Blindness;0.1323889;0.9177645;0.2884088;11/25/2020 4:12:14 PM
Change Blindness;0.1321564;0.9177117;0.28817;11/25/2020 4:12:14 PM
Change Blindness;0.1319936;0.9176036;0.28806;11/25/2020 4:12:14 PM
Change Blindness;0.1318567;0.9172335;0.2878603;11/25/2020 4:12:14 PM
Change Blindness;0.1316859;0.9162452;0.2873482;11/25/2020 4:12:14 PM
Change Blindness;0.1316597;0.9159514;0.2871935;11/25/2020 4:12:14 PM
Change Blindness;0.1310644;0.9157974;0.2869461;11/25/2020 4:12:14 PM
Change Blindness;0.130514;0.9156462;0.2867094;11/25/2020 4:12:14 PM
Change Blindness;0.128512;0.9162457;0.2853172;11/25/2020 4:12:14 PM
Change Blindness;0.1275742;0.9165069;0.284661;11/25/2020 4:12:14 PM
Change Blindness;0.1258086;0.9156122;0.2824599;11/25/2020 4:12:14 PM
Change Blindness;0.122049;0.9133381;0.277057;11/25/2020 4:12:14 PM
Change Blindness;0.1214042;0.914039;0.276249;11/25/2020 4:12:14 PM
Change Blindness;0.1195681;0.9160124;0.2740802;11/25/2020 4:12:14 PM
Change Blindness;0.1194473;0.9159102;0.2742456;11/25/2020 4:12:14 PM
Change Blindness;0.1190548;0.9153996;0.2743543;11/25/2020 4:12:14 PM
Change Blindness;0.11865;0.9149593;0.2744212;11/25/2020 4:12:14 PM
Change Blindness;0.1182356;0.9145744;0.274455;11/25/2020 4:12:14 PM
Change Blindness;0.1164776;0.9141437;0.2745509;11/25/2020 4:12:14 PM
