Condition;X;Y;Z;Time stamp
Change Blindness;-0.00790805;0.8076179;0.1686331;11/25/2020 4:10:55 PM
Change Blindness;-0.002473941;0.8101838;0.1695033;11/25/2020 4:10:55 PM
Change Blindness;0.002300054;0.812444;0.1703232;11/25/2020 4:10:55 PM
Change Blindness;0.01496119;0.8196453;0.1711199;11/25/2020 4:10:55 PM
Change Blindness;0.01990535;0.8224562;0.171468;11/25/2020 4:10:55 PM
Change Blindness;0.02970676;0.8196665;0.1749216;11/25/2020 4:10:55 PM
Change Blindness;0.03663208;0.8188527;0.1772976;11/25/2020 4:10:55 PM
Change Blindness;0.04328124;0.8182088;0.1795542;11/25/2020 4:10:55 PM
Change Blindness;0.06708069;0.8237975;0.1744913;11/25/2020 4:10:55 PM
Change Blindness;0.07463682;0.8265799;0.168614;11/25/2020 4:10:55 PM
Change Blindness;0.08202058;0.8292256;0.1632611;11/25/2020 4:10:55 PM
Change Blindness;0.08992261;0.8308628;0.1597913;11/25/2020 4:10:55 PM
Change Blindness;0.1168231;0.8347212;0.1532377;11/25/2020 4:10:55 PM
Change Blindness;0.1168231;0.8347212;0.1532377;11/25/2020 4:10:55 PM
Change Blindness;0.1389899;0.8362513;0.1488193;11/25/2020 4:10:55 PM
Change Blindness;0.1389899;0.8362513;0.1488193;11/25/2020 4:10:55 PM
Change Blindness;0.1578457;0.8378866;0.1434261;11/25/2020 4:10:55 PM
Change Blindness;0.1812686;0.8312367;0.1431476;11/25/2020 4:10:56 PM
Change Blindness;0.1719707;0.8306456;0.1454003;11/25/2020 4:10:56 PM
Change Blindness;0.1499038;0.8302925;0.1472977;11/25/2020 4:10:56 PM
Change Blindness;0.1499038;0.8302925;0.1472977;11/25/2020 4:10:56 PM
Change Blindness;0.1151451;0.8276144;0.154952;11/25/2020 4:10:56 PM
Change Blindness;0.09348325;0.8246427;0.1603763;11/25/2020 4:10:56 PM
Change Blindness;0.08253546;0.8225567;0.1635161;11/25/2020 4:10:56 PM
Change Blindness;0.07174704;0.8205186;0.1666216;11/25/2020 4:10:56 PM
Change Blindness;0.0610643;0.8185143;0.1697057;11/25/2020 4:10:56 PM
Change Blindness;0.04529104;0.8155522;0.170045;11/25/2020 4:10:56 PM
Change Blindness;0.03003424;0.8132672;0.1704349;11/25/2020 4:10:56 PM
Change Blindness;0.02316773;0.8091218;0.1725141;11/25/2020 4:10:56 PM
Change Blindness;0.01618906;0.8051647;0.1745727;11/25/2020 4:10:56 PM
Change Blindness;0.009092277;0.8013395;0.1766237;11/25/2020 4:10:56 PM
Change Blindness;0.006151372;0.8001139;0.1743802;11/25/2020 4:10:56 PM
Change Blindness;0.004570349;0.7995871;0.1737963;11/25/2020 4:10:56 PM
Change Blindness;0.007121433;0.8005556;0.1724942;11/25/2020 4:10:56 PM
Change Blindness;0.007861727;0.8009028;0.1719125;11/25/2020 4:10:56 PM
Change Blindness;0.007861727;0.8009028;0.1719125;11/25/2020 4:10:56 PM
Change Blindness;0.01797586;0.8072742;0.1714586;11/25/2020 4:10:56 PM
Change Blindness;0.02738256;0.8108345;0.17132;11/25/2020 4:10:56 PM
Change Blindness;0.02738256;0.8108345;0.17132;11/25/2020 4:10:56 PM
Change Blindness;0.04190392;0.814843;0.1712031;11/25/2020 4:10:56 PM
Change Blindness;0.05192911;0.8127109;0.1770418;11/25/2020 4:10:56 PM
Change Blindness;0.05666656;0.8118664;0.1796342;11/25/2020 4:10:56 PM
Change Blindness;0.0711678;0.8138635;0.178099;11/25/2020 4:10:56 PM
Change Blindness;0.0857162;0.8186728;0.1727031;11/25/2020 4:10:56 PM
Change Blindness;0.0857162;0.8186728;0.1727031;11/25/2020 4:10:56 PM
Change Blindness;0.1033211;0.8237348;0.1649074;11/25/2020 4:10:56 PM
Change Blindness;0.1084214;0.8243017;0.1633408;11/25/2020 4:10:56 PM
Change Blindness;0.1256003;0.8264177;0.15821;11/25/2020 4:10:56 PM
Change Blindness;0.1359891;0.8272886;0.1569183;11/25/2020 4:10:56 PM
Change Blindness;0.1551425;0.8299614;0.1522347;11/25/2020 4:10:56 PM
Change Blindness;0.1551425;0.8299614;0.1522347;11/25/2020 4:10:56 PM
Change Blindness;0.1749441;0.8339772;0.1425362;11/25/2020 4:10:56 PM
Change Blindness;0.09198906;0.8183651;0.1470312;11/25/2020 4:10:57 PM
Change Blindness;0.08349793;0.8155643;0.149499;11/25/2020 4:10:57 PM
Change Blindness;0.08349793;0.8155643;0.149499;11/25/2020 4:10:57 PM
Change Blindness;0.06425902;0.8064479;0.1550535;11/25/2020 4:10:57 PM
Change Blindness;0.05381454;0.8024079;0.1578976;11/25/2020 4:10:57 PM
Change Blindness;0.04971537;0.8011996;0.1589113;11/25/2020 4:10:57 PM
Change Blindness;0.04971537;0.8011996;0.1589113;11/25/2020 4:10:57 PM
Change Blindness;0.04298834;0.7995746;0.1603507;11/25/2020 4:10:57 PM
Change Blindness;0.04298834;0.7995746;0.1603507;11/25/2020 4:10:57 PM
Change Blindness;0.03966466;0.7979307;0.163021;11/25/2020 4:10:57 PM
Change Blindness;0.04232046;0.7973429;0.164825;11/25/2020 4:10:57 PM
Change Blindness;0.04804768;0.7994492;0.164541;11/25/2020 4:10:57 PM
Change Blindness;0.04804768;0.7994492;0.164541;11/25/2020 4:10:57 PM
Change Blindness;0.05492303;0.8045281;0.1603198;11/25/2020 4:10:57 PM
Change Blindness;0.05492303;0.8045281;0.1603198;11/25/2020 4:10:57 PM
Change Blindness;0.06205456;0.808926;0.1575743;11/25/2020 4:10:57 PM
Change Blindness;0.06654005;0.8095384;0.1566655;11/25/2020 4:10:57 PM
Change Blindness;0.07146234;0.8087826;0.1562181;11/25/2020 4:10:57 PM
Change Blindness;0.07336169;0.8085233;0.156035;11/25/2020 4:10:57 PM
Change Blindness;0.07886077;0.8091302;0.1567014;11/25/2020 4:10:57 PM
Change Blindness;0.08899784;0.8102599;0.1588572;11/25/2020 4:10:57 PM
Change Blindness;0.09384394;0.8108083;0.1597879;11/25/2020 4:10:57 PM
Change Blindness;0.09879425;0.811169;0.1592069;11/25/2020 4:10:57 PM
Change Blindness;0.1151982;0.8124252;0.156749;11/25/2020 4:10:57 PM
Change Blindness;0.1208037;0.8128694;0.1558717;11/25/2020 4:10:57 PM
Change Blindness;0.1331237;0.8174185;0.1510694;11/25/2020 4:10:57 PM
Change Blindness;0.1331237;0.8174185;0.1510694;11/25/2020 4:10:57 PM
Change Blindness;0.1470881;0.8227021;0.144178;11/25/2020 4:10:57 PM
Change Blindness;0.1470881;0.8227021;0.144178;11/25/2020 4:10:57 PM
Change Blindness;0.1579572;0.825572;0.1393859;11/25/2020 4:10:57 PM
Change Blindness;0.1076699;0.8103447;0.1441097;11/25/2020 4:10:58 PM
Change Blindness;0.1004343;0.8081751;0.1462118;11/25/2020 4:10:58 PM
Change Blindness;0.09331871;0.8061739;0.149128;11/25/2020 4:10:58 PM
Change Blindness;0.07973412;0.8046793;0.1512724;11/25/2020 4:10:58 PM
Change Blindness;0.06679425;0.8038254;0.151445;11/25/2020 4:10:58 PM
Change Blindness;0.05631939;0.8046756;0.148672;11/25/2020 4:10:58 PM
Change Blindness;0.05631939;0.8046756;0.148672;11/25/2020 4:10:58 PM
Change Blindness;0.05184774;0.8055201;0.1468537;11/25/2020 4:10:58 PM
Change Blindness;0.05184774;0.8055201;0.1468537;11/25/2020 4:10:58 PM
Change Blindness;0.03469084;0.7971491;0.1529684;11/25/2020 4:10:58 PM
Change Blindness;0.02755316;0.792376;0.1575624;11/25/2020 4:10:58 PM
Change Blindness;0.02431815;0.7903821;0.1594578;11/25/2020 4:10:58 PM
Change Blindness;0.02284065;0.7906503;0.1587277;11/25/2020 4:10:58 PM
Change Blindness;0.02284065;0.7906503;0.1587277;11/25/2020 4:10:58 PM
Change Blindness;0.02684803;0.7949187;0.1544629;11/25/2020 4:10:58 PM
Change Blindness;0.03241545;0.8001154;0.1508951;11/25/2020 4:10:58 PM
Change Blindness;0.03455625;0.8022525;0.1494301;11/25/2020 4:10:58 PM
Change Blindness;0.0376432;0.8032478;0.149928;11/25/2020 4:10:58 PM
Change Blindness;0.04812775;0.7978021;0.1594104;11/25/2020 4:10:58 PM
Change Blindness;0.05161846;0.7950432;0.163422;11/25/2020 4:10:58 PM
Change Blindness;0.05880959;0.7953818;0.1589851;11/25/2020 4:10:58 PM
Change Blindness;0.06509986;0.7982435;0.1557841;11/25/2020 4:10:58 PM
Change Blindness;0.07116799;0.800881;0.1528701;11/25/2020 4:10:58 PM
Change Blindness;0.08480253;0.8024487;0.150819;11/25/2020 4:10:58 PM
Change Blindness;0.09137944;0.803169;0.1499095;11/25/2020 4:10:58 PM
Change Blindness;0.09137944;0.803169;0.1499095;11/25/2020 4:10:58 PM
Change Blindness;0.1129159;0.8070138;0.1443102;11/25/2020 4:10:58 PM
Change Blindness;0.1274185;0.8091566;0.1409166;11/25/2020 4:10:58 PM
Change Blindness;0.1581093;0.802026;0.1430395;11/25/2020 4:10:59 PM
Change Blindness;0.1475769;0.7992086;0.1443349;11/25/2020 4:10:59 PM
Change Blindness;0.1374307;0.7964659;0.145651;11/25/2020 4:10:59 PM
Change Blindness;0.1065548;0.7867538;0.1511139;11/25/2020 4:10:59 PM
Change Blindness;0.09624336;0.7840214;0.1530873;11/25/2020 4:10:59 PM
Change Blindness;0.08611246;0.7813033;0.155032;11/25/2020 4:10:59 PM
Change Blindness;0.06823904;0.7763271;0.1593746;11/25/2020 4:10:59 PM
Change Blindness;0.0504014;0.7686532;0.1664378;11/25/2020 4:10:59 PM
Change Blindness;0.0504014;0.7686532;0.1664378;11/25/2020 4:10:59 PM
Change Blindness;0.02825368;0.7696747;0.1657609;11/25/2020 4:10:59 PM
Change Blindness;0.02310507;0.7713428;0.1643356;11/25/2020 4:10:59 PM
Change Blindness;0.01109769;0.7781827;0.1588713;11/25/2020 4:10:59 PM
Change Blindness;0.01109769;0.7781827;0.1588713;11/25/2020 4:10:59 PM
Change Blindness;-0.003568349;0.7874382;0.1574616;11/25/2020 4:10:59 PM
Change Blindness;-0.01187951;0.7935076;0.1544146;11/25/2020 4:10:59 PM
Change Blindness;-0.01525936;0.7977387;0.1535787;11/25/2020 4:10:59 PM
Change Blindness;-0.01525936;0.7977387;0.1535787;11/25/2020 4:10:59 PM
Change Blindness;-0.01616734;0.7980983;0.1540756;11/25/2020 4:10:59 PM
Change Blindness;-0.01616734;0.7980983;0.1540756;11/25/2020 4:10:59 PM
Change Blindness;-0.01676817;0.7986444;0.154753;11/25/2020 4:10:59 PM
Change Blindness;-0.01676817;0.7986444;0.154753;11/25/2020 4:10:59 PM
Change Blindness;-0.01064676;0.7970423;0.1558703;11/25/2020 4:10:59 PM
Change Blindness;-0.004704553;0.7910196;0.1591898;11/25/2020 4:10:59 PM
Change Blindness;0.003195737;0.7858924;0.1609577;11/25/2020 4:10:59 PM
Change Blindness;0.006811059;0.7835076;0.1618052;11/25/2020 4:10:59 PM
Change Blindness;0.01251364;0.7801324;0.1631193;11/25/2020 4:10:59 PM
Change Blindness;0.01793612;0.776898;0.1643933;11/25/2020 4:10:59 PM
Change Blindness;0.03365203;0.7680174;0.1732709;11/25/2020 4:10:59 PM
Change Blindness;0.04117465;0.7637337;0.1774657;11/25/2020 4:11:00 PM
Change Blindness;0.06094173;0.7781509;0.1744983;11/25/2020 4:11:00 PM
Change Blindness;0.08044521;0.7982348;0.1681995;11/25/2020 4:11:00 PM
Change Blindness;0.08970635;0.8071045;0.1655521;11/25/2020 4:11:00 PM
Change Blindness;0.09906915;0.8149959;0.1647384;11/25/2020 4:11:00 PM
Change Blindness;0.1134482;0.8289151;0.1665493;11/25/2020 4:11:00 PM
Change Blindness;0.1134482;0.8289151;0.1665493;11/25/2020 4:11:00 PM
Change Blindness;0.12963;0.8436576;0.1683314;11/25/2020 4:11:00 PM
Change Blindness;0.1410975;0.8514776;0.1677747;11/25/2020 4:11:00 PM
Change Blindness;0.1558928;0.8587852;0.1680406;11/25/2020 4:11:00 PM
Change Blindness;0.1626531;0.8621795;0.1681992;11/25/2020 4:11:00 PM
Change Blindness;0.1664315;0.8641977;0.1665034;11/25/2020 4:11:00 PM
Change Blindness;0.1688271;0.8636841;0.1665319;11/25/2020 4:11:00 PM
Change Blindness;0.1746292;0.863589;0.1667262;11/25/2020 4:11:00 PM
Change Blindness;0.1748581;0.8631591;0.1657733;11/25/2020 4:11:00 PM
Change Blindness;0.1738037;0.8610581;0.1640293;11/25/2020 4:11:00 PM
Change Blindness;0.1725733;0.8594511;0.1632072;11/25/2020 4:11:00 PM
Change Blindness;0.1717195;0.8580692;0.1624536;11/25/2020 4:11:00 PM
Change Blindness;0.1667055;0.8458499;0.1658773;11/25/2020 4:11:00 PM
Change Blindness;0.1614023;0.8378943;0.1676989;11/25/2020 4:11:00 PM
Change Blindness;0.1521223;0.8233043;0.171024;11/25/2020 4:11:00 PM
Change Blindness;0.1463409;0.8164537;0.1728833;11/25/2020 4:11:00 PM
Change Blindness;0.1463409;0.8164537;0.1728833;11/25/2020 4:11:00 PM
Change Blindness;0.1250207;0.8007563;0.1762228;11/25/2020 4:11:00 PM
Change Blindness;0.1114812;0.7912527;0.1756099;11/25/2020 4:11:00 PM
Change Blindness;0.09634543;0.7841616;0.1767153;11/25/2020 4:11:00 PM
Change Blindness;0.08913502;0.7806221;0.1772465;11/25/2020 4:11:00 PM
Change Blindness;0.0827553;0.7824153;0.176022;11/25/2020 4:11:00 PM
Change Blindness;0.0764567;0.7837966;0.1749264;11/25/2020 4:11:00 PM
Change Blindness;0.0644583;0.7900862;0.1728079;11/25/2020 4:11:00 PM
Change Blindness;0.05850066;0.7926966;0.1718621;11/25/2020 4:11:00 PM
Change Blindness;0.0498207;0.804468;0.1708633;11/25/2020 4:11:00 PM
Change Blindness;0.04581949;0.8121853;0.1703688;11/25/2020 4:11:00 PM
Change Blindness;0.03775454;0.8274937;0.1685003;11/25/2020 4:11:00 PM
Change Blindness;0.03368838;0.835246;0.1671786;11/25/2020 4:11:00 PM
Change Blindness;0.0287093;0.8452305;0.1683614;11/25/2020 4:11:00 PM
Change Blindness;0.02593621;0.8501917;0.1688659;11/25/2020 4:11:00 PM
Change Blindness;0.02335794;0.8546628;0.1692986;11/25/2020 4:11:00 PM
Change Blindness;0.01984008;0.8601234;0.1710302;11/25/2020 4:11:00 PM
Change Blindness;0.01805883;0.8625116;0.1693664;11/25/2020 4:11:00 PM
Change Blindness;0.01497679;0.8656548;0.1658686;11/25/2020 4:11:00 PM
Change Blindness;0.01310438;0.864285;0.1628127;11/25/2020 4:11:00 PM
Change Blindness;0.01240825;0.8624406;0.1616618;11/25/2020 4:11:00 PM
Change Blindness;0.01159456;0.8609126;0.1605587;11/25/2020 4:11:00 PM
Change Blindness;0.01261508;0.8561168;0.1588601;11/25/2020 4:11:00 PM
Change Blindness;0.0139668;0.853251;0.1582126;11/25/2020 4:11:00 PM
Change Blindness;0.01682143;0.8480764;0.1587559;11/25/2020 4:11:00 PM
Change Blindness;0.02441345;0.8318014;0.1674827;11/25/2020 4:11:00 PM
Change Blindness;0.02441345;0.8318014;0.1674827;11/25/2020 4:11:00 PM
Change Blindness;0.03593829;0.8107322;0.1756873;11/25/2020 4:11:00 PM
Change Blindness;0.04290282;0.79998;0.1763833;11/25/2020 4:11:00 PM
Change Blindness;0.0532291;0.7903917;0.1764295;11/25/2020 4:11:01 PM
Change Blindness;0.05808131;0.785607;0.1765233;11/25/2020 4:11:01 PM
Change Blindness;0.06822602;0.7885265;0.1741387;11/25/2020 4:11:01 PM
Change Blindness;0.07326622;0.7891906;0.1731221;11/25/2020 4:11:01 PM
Change Blindness;0.08399817;0.7956777;0.1735519;11/25/2020 4:11:01 PM
Change Blindness;0.09079063;0.8028535;0.1745246;11/25/2020 4:11:01 PM
Change Blindness;0.103952;0.8151883;0.1762406;11/25/2020 4:11:01 PM
Change Blindness;0.1107275;0.8274002;0.1738611;11/25/2020 4:11:01 PM
Change Blindness;0.1259226;0.8452622;0.17117;11/25/2020 4:11:01 PM
Change Blindness;0.1364149;0.8552221;0.1696077;11/25/2020 4:11:01 PM
Change Blindness;0.1448658;0.8653389;0.1665491;11/25/2020 4:11:01 PM
Change Blindness;0.1448658;0.8653389;0.1665491;11/25/2020 4:11:01 PM
Change Blindness;0.1481925;0.8706112;0.1643223;11/25/2020 4:11:01 PM
Change Blindness;0.1572397;0.8784662;0.1624168;11/25/2020 4:11:01 PM
Change Blindness;0.1626722;0.8757387;0.1636208;11/25/2020 4:11:01 PM
Change Blindness;0.1638016;0.8744793;0.1636683;11/25/2020 4:11:01 PM
Change Blindness;0.1626304;0.8711305;0.1631027;11/25/2020 4:11:01 PM
Change Blindness;0.1618035;0.868185;0.1625457;11/25/2020 4:11:01 PM
Change Blindness;0.1612266;0.8656098;0.162017;11/25/2020 4:11:01 PM
Change Blindness;0.1554305;0.8499701;0.1649661;11/25/2020 4:11:01 PM
Change Blindness;0.1524179;0.8412069;0.1674357;11/25/2020 4:11:01 PM
Change Blindness;0.1421228;0.8267741;0.17081;11/25/2020 4:11:01 PM
Change Blindness;0.1374667;0.8200336;0.1723616;11/25/2020 4:11:01 PM
Change Blindness;0.1271631;0.808511;0.1729501;11/25/2020 4:11:01 PM
Change Blindness;0.1213787;0.8032231;0.1722822;11/25/2020 4:11:01 PM
Change Blindness;0.1068167;0.7983024;0.1644316;11/25/2020 4:11:01 PM
Change Blindness;0.09994993;0.7955602;0.1609949;11/25/2020 4:11:01 PM
Change Blindness;0.0932057;0.7911254;0.1600436;11/25/2020 4:11:01 PM
Change Blindness;0.09023703;0.7892379;0.1607295;11/25/2020 4:11:01 PM
Change Blindness;0.08716396;0.7872251;0.1613229;11/25/2020 4:11:01 PM
Change Blindness;0.08118339;0.7947761;0.1591198;11/25/2020 4:11:01 PM
Change Blindness;0.078083;0.7978364;0.1581105;11/25/2020 4:11:01 PM
Change Blindness;0.07752146;0.8028247;0.1588116;11/25/2020 4:11:01 PM
Change Blindness;0.07523735;0.8142916;0.1609658;11/25/2020 4:11:01 PM
Change Blindness;0.07383347;0.8194582;0.1618919;11/25/2020 4:11:01 PM
Change Blindness;0.07011921;0.832273;0.1616661;11/25/2020 4:11:01 PM
Change Blindness;0.06790403;0.8397444;0.1607131;11/25/2020 4:11:01 PM
Change Blindness;0.06340077;0.8534498;0.1576036;11/25/2020 4:11:01 PM
Change Blindness;0.06248288;0.8580893;0.1572281;11/25/2020 4:11:01 PM
Change Blindness;0.06032993;0.8672764;0.1565048;11/25/2020 4:11:01 PM
Change Blindness;0.05866216;0.8689577;0.1568368;11/25/2020 4:11:01 PM
Change Blindness;0.05697904;0.8708768;0.1571139;11/25/2020 4:11:01 PM
Change Blindness;0.05265406;0.8682392;0.1607545;11/25/2020 4:11:01 PM
Change Blindness;0.05052911;0.8674872;0.1623583;11/25/2020 4:11:01 PM
Change Blindness;0.04618873;0.864355;0.1651739;11/25/2020 4:11:01 PM
Change Blindness;0.04475032;0.861372;0.1660502;11/25/2020 4:11:01 PM
Change Blindness;0.04264514;0.8517978;0.1670227;11/25/2020 4:11:01 PM
Change Blindness;0.0419329;0.8454511;0.1671791;11/25/2020 4:11:01 PM
Change Blindness;0.04086443;0.8308486;0.1690523;11/25/2020 4:11:01 PM
Change Blindness;0.04048809;0.8226985;0.1706276;11/25/2020 4:11:02 PM
Change Blindness;0.041604;0.8138642;0.1724928;11/25/2020 4:11:02 PM
Change Blindness;0.04331364;0.7974015;0.1759657;11/25/2020 4:11:02 PM
Change Blindness;0.04482349;0.7896694;0.1778454;11/25/2020 4:11:02 PM
Change Blindness;0.04928028;0.7777717;0.1813295;11/25/2020 4:11:02 PM
Change Blindness;0.05213128;0.7732755;0.1829671;11/25/2020 4:11:02 PM
Change Blindness;0.05472898;0.7754101;0.1817993;11/25/2020 4:11:02 PM
Change Blindness;0.06543174;0.7879684;0.1775535;11/25/2020 4:11:02 PM
Change Blindness;0.06928089;0.7926082;0.1761459;11/25/2020 4:11:02 PM
Change Blindness;0.07678644;0.8085988;0.173124;11/25/2020 4:11:02 PM
Change Blindness;0.07678644;0.8085988;0.173124;11/25/2020 4:11:02 PM
Change Blindness;0.08672098;0.8276446;0.1703192;11/25/2020 4:11:02 PM
Change Blindness;0.08672098;0.8276446;0.1703192;11/25/2020 4:11:02 PM
Change Blindness;0.09784716;0.8426111;0.1674795;11/25/2020 4:11:02 PM
Change Blindness;0.1075952;0.852643;0.1678266;11/25/2020 4:11:02 PM
Change Blindness;0.1163181;0.8589001;0.1706613;11/25/2020 4:11:02 PM
Change Blindness;0.1222129;0.860239;0.1725085;11/25/2020 4:11:02 PM
Change Blindness;0.1279448;0.8618324;0.1741863;11/25/2020 4:11:02 PM
Change Blindness;0.1357933;0.8608857;0.1743225;11/25/2020 4:11:02 PM
Change Blindness;0.1397988;0.8608855;0.1744163;11/25/2020 4:11:02 PM
Change Blindness;0.1406128;0.8600476;0.1731311;11/25/2020 4:11:02 PM
Change Blindness;0.1386324;0.8541706;0.1714003;11/25/2020 4:11:02 PM
Change Blindness;0.136088;0.8488604;0.1685091;11/25/2020 4:11:02 PM
Change Blindness;0.1343526;0.8462318;0.1665217;11/25/2020 4:11:02 PM
Change Blindness;0.1328862;0.8437912;0.1646578;11/25/2020 4:11:02 PM
Change Blindness;0.1270436;0.8361273;0.1654406;11/25/2020 4:11:02 PM
Change Blindness;0.1231986;0.8276703;0.1673796;11/25/2020 4:11:02 PM
Change Blindness;0.1231986;0.8276703;0.1673796;11/25/2020 4:11:02 PM
Change Blindness;0.10864;0.8106851;0.169197;11/25/2020 4:11:02 PM
Change Blindness;0.09175383;0.7987715;0.1679848;11/25/2020 4:11:02 PM
Change Blindness;0.09175383;0.7987715;0.1679848;11/25/2020 4:11:02 PM
Change Blindness;0.07782687;0.7925421;0.1651166;11/25/2020 4:11:02 PM
Change Blindness;0.07482411;0.7932792;0.1637204;11/25/2020 4:11:02 PM
Change Blindness;0.06451181;0.7948197;0.1592607;11/25/2020 4:11:02 PM
Change Blindness;0.05985156;0.7952452;0.1573454;11/25/2020 4:11:02 PM
Change Blindness;0.05416367;0.7997385;0.1581282;11/25/2020 4:11:02 PM
Change Blindness;0.05172173;0.8040419;0.1571614;11/25/2020 4:11:02 PM
Change Blindness;0.04912572;0.8080086;0.1561395;11/25/2020 4:11:02 PM
Change Blindness;0.04728995;0.8123709;0.1566183;11/25/2020 4:11:02 PM
Change Blindness;0.04348649;0.8260969;0.1526462;11/25/2020 4:11:02 PM
Change Blindness;0.03905299;0.8386241;0.1498366;11/25/2020 4:11:02 PM
Change Blindness;0.03905299;0.8386241;0.1498366;11/25/2020 4:11:02 PM
Change Blindness;0.03310147;0.8528465;0.1475697;11/25/2020 4:11:02 PM
Change Blindness;0.03064716;0.8616788;0.1460968;11/25/2020 4:11:02 PM
Change Blindness;0.02809805;0.8678453;0.1445418;11/25/2020 4:11:02 PM
Change Blindness;0.02571511;0.8659153;0.1445567;11/25/2020 4:11:02 PM
Change Blindness;0.02571511;0.8659153;0.1445567;11/25/2020 4:11:02 PM
Change Blindness;0.02254258;0.8650224;0.1442437;11/25/2020 4:11:02 PM
Change Blindness;0.02304962;0.8618762;0.1461117;11/25/2020 4:11:02 PM
Change Blindness;0.02516641;0.8570867;0.1462718;11/25/2020 4:11:02 PM
Change Blindness;0.02595207;0.8550675;0.1463084;11/25/2020 4:11:03 PM
Change Blindness;0.02713243;0.8514605;0.1461371;11/25/2020 4:11:03 PM
Change Blindness;0.03050088;0.8389781;0.1486948;11/25/2020 4:11:03 PM
Change Blindness;0.03542507;0.8218815;0.155036;11/25/2020 4:11:03 PM
Change Blindness;0.03542507;0.8218815;0.155036;11/25/2020 4:11:03 PM
Change Blindness;0.0380473;0.8137289;0.1586383;11/25/2020 4:11:03 PM
Change Blindness;0.04263731;0.8008908;0.1628336;11/25/2020 4:11:03 PM
Change Blindness;0.05128626;0.7909878;0.1657599;11/25/2020 4:11:03 PM
Change Blindness;0.05457453;0.7873842;0.1677502;11/25/2020 4:11:03 PM
Change Blindness;0.05774262;0.789669;0.1666865;11/25/2020 4:11:03 PM
Change Blindness;0.06451967;0.7954048;0.165995;11/25/2020 4:11:03 PM
Change Blindness;0.06451967;0.7954048;0.165995;11/25/2020 4:11:03 PM
Change Blindness;0.06812157;0.7988973;0.1662352;11/25/2020 4:11:03 PM
Change Blindness;0.07774127;0.8084813;0.1680271;11/25/2020 4:11:03 PM
Change Blindness;0.09116864;0.8292642;0.1689655;11/25/2020 4:11:03 PM
Change Blindness;0.09550664;0.8365422;0.1688796;11/25/2020 4:11:03 PM
Change Blindness;0.0981616;0.8451521;0.1653695;11/25/2020 4:11:03 PM
Change Blindness;0.1046245;0.8594961;0.159791;11/25/2020 4:11:03 PM
Change Blindness;0.1046245;0.8594961;0.159791;11/25/2020 4:11:03 PM
Change Blindness;0.111401;0.872318;0.1534734;11/25/2020 4:11:03 PM
Change Blindness;0.111401;0.872318;0.1534734;11/25/2020 4:11:03 PM
Change Blindness;0.1163915;0.8785643;0.1519842;11/25/2020 4:11:03 PM
Change Blindness;0.1183643;0.8805626;0.1512316;11/25/2020 4:11:03 PM
Change Blindness;0.118474;0.8802525;0.1510194;11/25/2020 4:11:03 PM
Change Blindness;0.1174091;0.8782693;0.1498526;11/25/2020 4:11:03 PM
Change Blindness;0.1163177;0.8766728;0.1489608;11/25/2020 4:11:03 PM
Change Blindness;0.1135536;0.8730953;0.1482472;11/25/2020 4:11:03 PM
Change Blindness;0.1110902;0.8698925;0.1475514;11/25/2020 4:11:03 PM
Change Blindness;0.1036935;0.8585964;0.1466607;11/25/2020 4:11:03 PM
Change Blindness;0.1003551;0.8534715;0.1462038;11/25/2020 4:11:03 PM
Change Blindness;0.0993458;0.8439875;0.1545509;11/25/2020 4:11:03 PM
Change Blindness;0.09476917;0.8266394;0.1608689;11/25/2020 4:11:03 PM
Change Blindness;0.092558;0.8186258;0.1635809;11/25/2020 4:11:03 PM
Change Blindness;0.08819166;0.8072877;0.162839;11/25/2020 4:11:03 PM
Change Blindness;0.08513983;0.8007178;0.1630584;11/25/2020 4:11:03 PM
Change Blindness;0.07954773;0.7898985;0.1631622;11/25/2020 4:11:03 PM
Change Blindness;0.07694871;0.785468;0.163067;11/25/2020 4:11:03 PM
Change Blindness;0.07183485;0.776573;0.1629026;11/25/2020 4:11:03 PM
Change Blindness;0.0706626;0.7740283;0.1630659;11/25/2020 4:11:03 PM
Change Blindness;0.0706626;0.7740283;0.1630659;11/25/2020 4:11:03 PM
Change Blindness;0.0715854;0.7779124;0.1582831;11/25/2020 4:11:03 PM
Change Blindness;0.0720896;0.7801445;0.1557269;11/25/2020 4:11:03 PM
Change Blindness;0.07291415;0.7828727;0.1548616;11/25/2020 4:11:03 PM
Change Blindness;0.07350904;0.7845592;0.1550973;11/25/2020 4:11:03 PM
Change Blindness;0.07350904;0.7845592;0.1550973;11/25/2020 4:11:03 PM
Change Blindness;0.07602403;0.7980028;0.152633;11/25/2020 4:11:03 PM
Change Blindness;0.07602403;0.7980028;0.152633;11/25/2020 4:11:03 PM
Change Blindness;0.07948869;0.8148128;0.1427083;11/25/2020 4:11:03 PM
Change Blindness;0.07948869;0.8148128;0.1427083;11/25/2020 4:11:03 PM
Change Blindness;0.1070323;0.7434329;0.1424014;11/25/2020 4:11:04 PM
Change Blindness;0.009896075;0.8300112;0.1486822;11/25/2020 4:11:05 PM
Change Blindness;0.006589575;0.8293883;0.1512425;11/25/2020 4:11:05 PM
Change Blindness;0.004320431;0.8299471;0.1535407;11/25/2020 4:11:05 PM
Change Blindness;0.00194885;0.8305;0.1558322;11/25/2020 4:11:05 PM
