Condition;X;Y;Z;Displacement;Time stamp
Change Blindness;0.1822331;-0.5962753;0.1013423;0;7/18/2021 8:48:43 AM
Change Blindness;0.1822331;-0.5962753;0.1013423;0;7/18/2021 8:48:43 AM
Change Blindness;0.1287115;0.8329476;0.07523604;0;7/18/2021 8:48:44 AM
Change Blindness;0.1292589;0.8388904;0.0885929;0;7/18/2021 8:48:44 AM
Change Blindness;0.129232;0.8412563;0.09297255;0;7/18/2021 8:48:44 AM
Change Blindness;0.1288252;0.8424374;0.09851504;0;7/18/2021 8:48:44 AM
Change Blindness;0.1282084;0.8454413;0.1105862;0;7/18/2021 8:48:44 AM
Change Blindness;0.1277856;0.8483552;0.1214443;0;7/18/2021 8:48:44 AM
Change Blindness;0.1245954;0.8497995;0.1307956;0;7/18/2021 8:48:44 AM
Change Blindness;0.1199472;0.8495576;0.1378243;0;7/18/2021 8:48:44 AM
Change Blindness;0.1178507;0.8495996;0.1414047;0;7/18/2021 8:48:44 AM
Change Blindness;0.1134277;0.8514807;0.1466564;0;7/18/2021 8:48:44 AM
Change Blindness;0.1066071;0.8565525;0.1526304;0;7/18/2021 8:48:44 AM
Change Blindness;0.1045073;0.8581493;0.154797;0;7/18/2021 8:48:44 AM
Change Blindness;0.1022854;0.8584562;0.156428;0;7/18/2021 8:48:44 AM
Change Blindness;0.09647997;0.8590779;0.1617989;0;7/18/2021 8:48:44 AM
Change Blindness;0.09468374;0.8593028;0.1637253;0;7/18/2021 8:48:44 AM
Change Blindness;0.09289107;0.859586;0.1657201;0;7/18/2021 8:48:44 AM
Change Blindness;0.08839495;0.8606044;0.1706539;0;7/18/2021 8:48:44 AM
Change Blindness;0.08506934;0.8620287;0.1744627;0;7/18/2021 8:48:44 AM
Change Blindness;0.08326879;0.8630304;0.1765385;0;7/18/2021 8:48:44 AM
Change Blindness;0.07811733;0.864849;0.1803434;0;7/18/2021 8:48:44 AM
Change Blindness;0.07468438;0.8660759;0.1830908;0;7/18/2021 8:48:44 AM
Change Blindness;0.0717807;0.8652549;0.1858487;0;7/18/2021 8:48:44 AM
Change Blindness;0.0717807;0.8652549;0.1858487;1.192093E-07;7/18/2021 8:48:44 AM
Change Blindness;0.06905956;0.8629808;0.1884205;0;7/18/2021 8:48:44 AM
Change Blindness;0.0646128;0.8617793;0.1895371;0;7/18/2021 8:48:44 AM
Change Blindness;0.06028475;0.8607845;0.1909033;0;7/18/2021 8:48:44 AM
Change Blindness;0.05783166;0.861143;0.1915763;0;7/18/2021 8:48:44 AM
Change Blindness;0.05096596;0.8631665;0.1944598;0;7/18/2021 8:48:44 AM
Change Blindness;0.04658651;0.8646861;0.1966553;0;7/18/2021 8:48:44 AM
Change Blindness;0.04326636;0.866289;0.1988268;0;7/18/2021 8:48:44 AM
Change Blindness;0.04326636;0.866289;0.1988268;1.192093E-07;7/18/2021 8:48:44 AM
Change Blindness;0.03821494;0.8683439;0.2023072;0;7/18/2021 8:48:44 AM
Change Blindness;0.03528551;0.8683543;0.2061871;0;7/18/2021 8:48:44 AM
Change Blindness;0.0335305;0.867479;0.2085294;0;7/18/2021 8:48:44 AM
Change Blindness;0.02995436;0.8659495;0.2130738;0;7/18/2021 8:48:44 AM
Change Blindness;0.02787821;0.8659095;0.2147486;0;7/18/2021 8:48:44 AM
Change Blindness;0.02174938;0.8658671;0.2196708;0;7/18/2021 8:48:44 AM
Change Blindness;0.01774646;0.8660876;0.2236532;0;7/18/2021 8:48:44 AM
Change Blindness;0.01378054;0.8664943;0.228225;0;7/18/2021 8:48:44 AM
Change Blindness;0.01180595;0.8666876;0.2304415;0;7/18/2021 8:48:44 AM
Change Blindness;0.01089082;0.8615193;0.2402657;0;7/18/2021 8:48:44 AM
Change Blindness;0.01049081;0.8551964;0.2500734;0;7/18/2021 8:48:44 AM
Change Blindness;0.01049081;0.8551964;0.2500734;1.192093E-07;7/18/2021 8:48:44 AM
Change Blindness;0.01075312;0.8411505;0.2686645;0;7/18/2021 8:48:44 AM
Change Blindness;0.01094207;0.8380379;0.2725387;0;7/18/2021 8:48:44 AM
Change Blindness;0.01175063;0.8352327;0.2790044;0;7/18/2021 8:48:44 AM
Change Blindness;0.01229868;0.8323851;0.2854975;0;7/18/2021 8:48:44 AM
Change Blindness;0.0125005;0.8309547;0.2887459;0;7/18/2021 8:48:45 AM
Change Blindness;0.01147091;0.831776;0.2913777;0;7/18/2021 8:48:45 AM
Change Blindness;0.009865357;0.8334541;0.2929251;0;7/18/2021 8:48:45 AM
Change Blindness;0.008319667;0.8347006;0.2950487;0;7/18/2021 8:48:45 AM
Change Blindness;0.00727096;0.8355904;0.2975109;0;7/18/2021 8:48:45 AM
Change Blindness;0.006962474;0.835928;0.2987993;0;7/18/2021 8:48:45 AM
Change Blindness;0.006795876;0.8376157;0.3023934;0;7/18/2021 8:48:45 AM
Change Blindness;0.006705406;0.8381162;0.3036411;0;7/18/2021 8:48:45 AM
Change Blindness;0.006809172;0.8391235;0.3053613;0;7/18/2021 8:48:45 AM
Change Blindness;0.006830021;0.8395921;0.3062796;0;7/18/2021 8:48:45 AM
Change Blindness;0.006998862;0.8403902;0.3074682;0;7/18/2021 8:48:45 AM
Change Blindness;0.007264753;0.8410673;0.3081406;0;7/18/2021 8:48:45 AM
Change Blindness;0.007342458;0.841765;0.3090271;0;7/18/2021 8:48:45 AM
