Condition;X;Y;Z;Displacement;Time stamp
Change Blindness;-0.02903914;0.7096692;0.1385919;0;10/26/2021 12:43:45 PM
Change Blindness;-0.02929604;0.7109743;0.1380365;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02847711;0.7129776;0.1367146;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02784633;0.7146129;0.1356047;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02785815;0.7152109;0.1353953;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02786059;0.7157925;0.1351717;0;10/26/2021 12:43:46 PM
Change Blindness;-0.0280505;0.7160198;0.1351969;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02835574;0.7164822;0.135178;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02837323;0.7165928;0.1352045;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02840625;0.7168863;0.1351946;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02822197;0.7171155;0.1348538;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02796938;0.7173433;0.1335159;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02789077;0.7173546;0.1325574;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02781616;0.7173823;0.1316392;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02724863;0.7174553;0.1294755;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02679049;0.7174973;0.1282533;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02625161;0.7174985;0.1271178;0;10/26/2021 12:43:46 PM
Change Blindness;-0.0259991;0.7175114;0.1265402;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02555712;0.7175258;0.1255808;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02536912;0.7175261;0.1252045;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02525652;0.7175056;0.124903;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02501915;0.7174807;0.1242468;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02462061;0.7175832;0.1239528;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02431636;0.717665;0.1238431;0;10/26/2021 12:43:46 PM
Change Blindness;-0.0240439;0.7175644;0.1231455;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02353935;0.7173901;0.1218511;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02315046;0.7173646;0.1215151;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02245914;0.7173172;0.1208659;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02211787;0.7173458;0.1210241;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02178566;0.7173701;0.1211362;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02157436;0.7173517;0.1218967;0;10/26/2021 12:43:46 PM
Change Blindness;-0.0216531;0.7173138;0.1225207;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02254745;0.7167107;0.1245275;0;10/26/2021 12:43:46 PM
Change Blindness;-0.02292828;0.7164385;0.1254185;0;10/26/2021 12:43:46 PM
