Condition;Displacement Level;Answer;Time stamp
Body warping;0.15;Yes;10/24/2021 2:03:42 PM
Body warping;0.06000195;No;10/24/2021 2:04:16 PM
Body warping;0.15;Yes;10/24/2021 2:04:30 PM
Body warping;0.1500001;No;10/24/2021 2:04:52 PM
Body warping;0.12;No;10/24/2021 2:05:20 PM
Body warping;0;Yes;10/24/2021 2:06:39 PM
Body warping;0.03000522;No;10/24/2021 2:06:56 PM
Body warping;0.03000462;No;10/24/2021 2:07:09 PM
Body warping;0.1500006;No;10/24/2021 2:07:28 PM
Body warping;0.09000002;Yes;10/24/2021 2:07:46 PM
Body warping;0.09000158;No;10/24/2021 2:07:58 PM
Body warping;0.03000045;No;10/24/2021 2:08:09 PM
Body warping;0;Yes;10/24/2021 2:08:21 PM
Body warping;0.06000369;No;10/24/2021 2:08:32 PM
Body warping;0.0006343126;No;10/24/2021 2:08:40 PM
Body warping;0.09;No;10/24/2021 2:08:52 PM
Body warping;0.0004768372;No;10/24/2021 2:09:02 PM
Body warping;0.09000003;Yes;10/24/2021 2:09:14 PM
Body warping;0.1200011;No;10/24/2021 2:09:23 PM
Body warping;0.1200001;Yes;10/24/2021 2:09:41 PM
Body warping;0.03001199;Yes;10/24/2021 2:09:52 PM
Body warping;0.06;No;10/24/2021 2:10:00 PM
Body warping;0.1200006;Yes;10/24/2021 2:10:13 PM
Body warping;0.06000161;No;10/24/2021 2:10:22 PM
