Condition;Displacement Level;Answer;Time stamp
Body warping;0.03;No;9/28/2021 3:34:02 PM
Body warping;0.06;No;9/28/2021 3:34:45 PM
Body warping;0.09;No;9/28/2021 3:35:13 PM
Body warping;0.15;Yes;9/28/2021 3:35:37 PM
Body warping;5.960464E-08;No;9/28/2021 3:35:50 PM
Body warping;0.06;No;9/28/2021 3:36:09 PM
Body warping;0.12;Yes;9/28/2021 3:36:21 PM
Body warping;5.960464E-08;No;9/28/2021 3:36:34 PM
Body warping;0.12;Yes;9/28/2021 3:36:45 PM
Body warping;0.03000003;Yes;9/28/2021 3:36:57 PM
Body warping;0.03;No;9/28/2021 3:37:04 PM
Body warping;0.06;No;9/28/2021 3:37:36 PM
Body warping;0.02999997;No;9/28/2021 3:37:45 PM
Body warping;0.08999997;Yes;9/28/2021 3:37:55 PM
Body warping;0.12;Yes;9/28/2021 3:38:08 PM
Body warping;0.06;No;9/28/2021 3:38:20 PM
Body warping;0.09000003;Yes;9/28/2021 3:38:37 PM
Body warping;0.15;Yes;9/28/2021 3:38:51 PM
Body warping;0.15;Yes;9/28/2021 3:38:59 PM
Body warping;0.12;Yes;9/28/2021 3:39:15 PM
Body warping;1.609325E-06;No;9/28/2021 3:39:24 PM
Body warping;0.09;No;9/28/2021 3:39:37 PM
Body warping;0.15;Yes;9/28/2021 3:39:49 PM
Body warping;1.788139E-07;No;9/28/2021 3:40:02 PM
