Condition;Displacement Level;Answer;Time stamp
Body warping;0.1200004;No;10/26/2021 11:47:49 AM
Body warping;0.03;No;10/26/2021 11:48:20 AM
Body warping;0.1500002;Yes;10/26/2021 11:48:30 AM
Body warping;0.15;Yes;10/26/2021 11:48:43 AM
Body warping;0.09;Yes;10/26/2021 11:49:08 AM
Body warping;0.06000188;Yes;10/26/2021 11:49:24 AM
Body warping;0.06;No;10/26/2021 11:49:36 AM
Body warping;0.09000003;Yes;10/26/2021 11:49:53 AM
Body warping;0.06000452;No;10/26/2021 11:50:02 AM
Body warping;0.09;No;10/26/2021 11:50:11 AM
Body warping;0.0300011;No;10/26/2021 11:50:20 AM
Body warping;0.1500004;Yes;10/26/2021 11:50:30 AM
Body warping;0.0300066;No;10/26/2021 11:50:41 AM
Body warping;0.03000001;No;10/26/2021 11:50:49 AM
Body warping;0.09000137;Yes;10/26/2021 11:50:57 AM
Body warping;0.12;Yes;10/26/2021 11:51:04 AM
Body warping;0.06;No;10/26/2021 11:51:11 AM
Body warping;0;No;10/26/2021 11:51:22 AM
Body warping;0.1200001;Yes;10/26/2021 11:51:29 AM
Body warping;0.1500008;No;10/26/2021 11:51:38 AM
Body warping;0.0003840923;No;10/26/2021 11:51:47 AM
Body warping;0;No;10/26/2021 11:51:55 AM
Body warping;0;No;10/26/2021 11:52:12 AM
Body warping;0.1200001;Yes;10/26/2021 11:52:21 AM
