Condition;Displacement Level;Answer;Time stamp
Body warping;0.03000003;No;10/24/2021 3:39:16 PM
Body warping;0.1200009;No;10/24/2021 3:39:44 PM
Body warping;0.12;Yes;10/24/2021 3:40:54 PM
Body warping;0.1200008;Yes;10/24/2021 3:41:56 PM
Body warping;0.06000047;No;10/24/2021 3:42:40 PM
Body warping;0.09000003;Yes;10/24/2021 3:42:58 PM
Body warping;0.1500001;No;10/24/2021 3:43:30 PM
Body warping;0.0004392266;No;10/24/2021 3:43:41 PM
Body warping;0.06;No;10/24/2021 3:44:01 PM
Body warping;0.1200006;No;10/24/2021 3:44:18 PM
Body warping;0.06;No;10/24/2021 3:44:43 PM
Body warping;0.15;No;10/24/2021 3:45:12 PM
Body warping;0.03;No;10/24/2021 3:45:26 PM
Body warping;0.09;No;10/24/2021 3:46:00 PM
Body warping;0.09;No;10/24/2021 3:46:24 PM
Body warping;0.0002861619;No;10/24/2021 3:47:04 PM
Body warping;0.1500001;Yes;10/24/2021 3:47:56 PM
Body warping;0.06000005;No;10/24/2021 3:48:09 PM
Body warping;0.03;No;10/24/2021 3:48:59 PM
Body warping;0.03001079;No;10/24/2021 3:49:13 PM
Body warping;0.09000126;No;10/24/2021 3:49:35 PM
Body warping;0.15;Yes;10/24/2021 3:50:33 PM
Body warping;0;No;10/24/2021 3:50:44 PM
Body warping;0;No;10/24/2021 3:51:07 PM
