Condition;Displacement Level;Answer;Time stamp
Body warping;0.15;Yes;12/1/2020 12:47:20 PM
Body warping;0.06;No;12/1/2020 12:47:33 PM
Body warping;0.12;Yes;12/1/2020 12:47:43 PM
Body warping;0.03000003;No;12/1/2020 12:47:56 PM
Body warping;0.12;Yes;12/1/2020 12:48:08 PM
Body warping;0.15;Yes;12/1/2020 12:48:18 PM
Body warping;0.15;Yes;12/1/2020 12:48:27 PM
Body warping;0.08999997;No;12/1/2020 12:48:35 PM
Body warping;0.09000003;Yes;12/1/2020 12:48:42 PM
Body warping;1.192093E-07;No;12/1/2020 12:48:49 PM
Body warping;0.09;Yes;12/1/2020 12:48:59 PM
Body warping;0.12;No;12/1/2020 12:49:07 PM
Body warping;0.02999997;No;12/1/2020 12:49:14 PM
Body warping;5.364418E-07;No;12/1/2020 12:49:21 PM
Body warping;3.576279E-07;No;12/1/2020 12:49:28 PM
Body warping;2.980232E-07;No;12/1/2020 12:49:34 PM
Body warping;0.09;Yes;12/1/2020 12:49:40 PM
Body warping;0.06;No;12/1/2020 12:49:47 PM
Body warping;0.06;Yes;12/1/2020 12:49:53 PM
Body warping;0.12;Yes;12/1/2020 12:50:01 PM
Body warping;0.03;Yes;12/1/2020 12:50:09 PM
Body warping;0.06;No;12/1/2020 12:50:16 PM
Body warping;0.03;No;12/1/2020 12:50:23 PM
Body warping;0.15;Yes;12/1/2020 12:50:30 PM
