Condition;Displacement Level;Answer;Time stamp
Body warping;0.06000013;No;12/1/2020 10:23:43 AM
Body warping;0.1500008;Yes;12/1/2020 10:23:53 AM
Body warping;0.1500008;Yes;12/1/2020 10:24:04 AM
Body warping;0.0004464984;No;12/1/2020 10:24:09 AM
Body warping;0.1200015;Yes;12/1/2020 10:24:17 AM
Body warping;0.09000126;Yes;12/1/2020 10:24:23 AM
Body warping;0.0004746914;No;12/1/2020 10:24:31 AM
Body warping;0.1200002;Yes;12/1/2020 10:24:38 AM
Body warping;0.09000133;No;12/1/2020 10:24:53 AM
Body warping;0.09;Yes;12/1/2020 10:25:00 AM
Body warping;0.0006184578;No;12/1/2020 10:25:03 AM
Body warping;0.03000381;No;12/1/2020 10:25:11 AM
Body warping;0.120001;No;12/1/2020 10:25:22 AM
Body warping;0.06000161;No;12/1/2020 10:25:27 AM
Body warping;0.03;Yes;12/1/2020 10:25:58 AM
Body warping;0.06000195;No;12/1/2020 10:26:08 AM
Body warping;0.0005015731;No;12/1/2020 10:26:14 AM
Body warping;0.03000394;No;12/1/2020 10:26:20 AM
Body warping;0.06000219;Yes;12/1/2020 10:26:26 AM
Body warping;0.1500006;Yes;12/1/2020 10:26:33 AM
Body warping;0.1500005;Yes;12/1/2020 10:26:43 AM
Body warping;0.09000012;Yes;12/1/2020 10:26:48 AM
Body warping;0.03000358;No;12/1/2020 10:26:57 AM
Body warping;0.1200006;Yes;12/1/2020 10:27:05 AM
